,user,shapley,points
0,0,0.06406874837817018,4961.0
1,1,-0.07173035782885331,3924.0
2,2,0.2735157523903836,6294.0
3,3,-0.04214779888687436,4374.0
4,4,-0.019560519405363366,5131.0
5,5,-0.16578842173855474,4254.0
6,6,0.44779124182347496,8023.0
7,7,0.14386445870974202,5937.0
8,8,-0.3481694317381622,2986.0
9,9,-0.06629997294403023,4116.0
