,user,shapley,points
0,0,0.01080394068751658,5240.0
1,1,-0.00935961825523826,4661.0
2,2,0.057411379521104755,6599.0
3,3,-0.005954233938763672,4701.0
4,4,-0.030785052105334332,4046.0
5,5,-0.06302086855245817,3433.0
6,6,0.08768472473630948,7434.0
7,7,0.03204608483389694,5970.0
8,8,-0.08689103198600873,2597.0
9,9,0.00806467505897546,5319.0
