Grouping Function,Evaluation Function,Run,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation,Final Points,Shapley Values,Inverted Pearson
random,l2_norm,0,9.044105815235952,9.0,3.3293908426323418,0.8492005859474987,"[5.95339246 4.38577472 4.03352809 2.80718329 5.46120556 3.61737322
 4.41843659 5.17457982 4.31103286 3.85812893 3.42452782 4.02299924
 5.93100442 4.72641067 3.12631701 4.04281975 3.02631195 3.56189715
 3.94177919 4.50830154]","[ 1.01437997  0.78416272  0.67101504 -0.33153394  0.94303078  0.19328244
  0.74166303  0.79100748  0.81053663  0.18698782 -0.21730235  0.56989631
  0.93641976  0.77187986  0.20150885  0.63729035  0.01695316  0.46532257
  0.72128778  0.74347304]",1.177578085257968
random,l2_norm,1,7.251005368001305,6.0,3.243707530997559,0.8463420033387342,"[5.01142731 2.79198501 2.98703359 1.31882836 3.41862636 2.37203093
 2.3644303  3.25661104 3.53537527 2.18190299 1.45564476 2.5934925
 3.66564024 2.94089437 1.80428478 2.44920398 1.80284702 2.33767612
 2.64050788 3.03389117]","[ 0.96212571  0.85371881  0.65359213 -0.24418717  0.96913945  0.18314094
  0.78724083  0.88010069  0.83792807  0.32125042 -0.10018806  0.56071818
  0.91805544  0.69151655  0.12048609  0.68819475 -0.08645565  0.43881073
  0.46794079  0.74813258]",1.1815554421913368
random,l2_norm,2,8.257881564697739,8.0,3.435824980412382,0.8600214660333851,"[5.64280057 4.31579907 4.31361265 2.40126502 3.98744921 3.20711029
 4.3660098  4.31665491 3.97071265 3.44685239 3.03981536 4.05925022
 4.19528206 3.37250736 2.92451329 3.34403554 2.88116973 3.42964758
 3.50054814 3.76445422]","[ 1.10343723  0.78394909  0.80142706 -0.26185664  0.95784696  0.05768591
  0.7556656   0.89641655  0.76931701  0.26024729 -0.11459162  0.49629157
  0.91133069  0.72828242  0.17964142  0.41820825  0.          0.51712073
  0.61681264  0.77402913]",1.162761674557064
random,l2_norm,3,6.797164313315976,4.0,2.301954006419499,0.8020547062224809,"[4.07070457 3.81038158 3.09071704 2.91328271 4.21626852 2.5170145
 3.3517289  3.42531428 4.04639621 4.47565189 2.46695974 3.7773999
 4.02353258 3.77342646 2.8723026  5.12619163 3.42725091 3.49813587
 3.20082058 3.86317279]","[ 0.77796891  0.84797624  0.59848367 -0.10322503  1.05309772 -0.14250313
  0.60092822  0.89098782  0.85068745  0.60325943 -0.23827666  0.74765668
  0.76013648  0.96725657  0.00430886  1.18954956  0.3610658   0.81898817
  0.8530941   0.85866576]",1.246797746141036
random,l2_norm,4,8.4450865351996,7.0,2.721848890160447,0.8907056570203169,"[5.05544499 6.06319357 4.85098086 2.86195614 3.21930772 2.83639963
 1.25613483 2.45623113 6.07117776 1.86620403 1.3332387  2.09685297
 2.77257542 3.11460104 0.93336423 2.74952856 1.39599879 2.80138869
 4.31227478 2.69093082]","[ 0.96282772  1.36324588  0.97898424  0.24312034  0.8030915   0.7736133
 -0.17760472  0.64110617  1.17492686  0.3541966  -0.34477978  0.33480287
  0.59991047  0.58041668 -0.02303679  0.70588503  0.04121868  0.40003503
  1.05989837  0.85023657]",1.1227053428012417
random,l2_norm,5,11.367358121457338,,7.574917104802678,0.9205875051650317,"[1.92596707 1.73001166 2.44798861 2.73464646 2.13031336 1.9136258
 1.60513167 2.93387084 1.59538337 1.61255473 3.298795   4.31568124
 2.14389602 2.23880802 4.88563074 1.78496297 2.5362454  3.53940947
 1.6991219  2.18999813]","[ 0.10475675 -0.03497162  0.17249157  0.43296187  0.17587944  0.06623594
 -0.07029058  0.38418915 -0.144656    0.00588662  0.48574974  0.67836704
  0.19957947  0.20787221  0.64724575 -0.0217661   0.37565167  0.51585842
  0.16574866  0.31608505]",1.0862628423581875
random,l2_norm,6,8.169361151716888,7.0,2.4482681952890504,0.7788815449739741,"[5.76018781 5.08695888 4.44867121 3.33412532 5.22019173 5.54435482
 4.33782047 4.42100699 5.88739467 4.44374844 3.95987882 6.21287135
 5.42124356 5.12085785 4.89807977 3.87613866 5.03642977 3.89894676
 4.42513974 4.50788343]","[ 0.69225714  0.52956897  0.42358799 -0.12059905  0.79423978  0.70476867
  0.2736478   0.6048797   1.05229107  0.41683173  0.40518146  0.4868252
  0.70030278  0.57017283  0.72012517  0.09243955  0.66083964  0.13109386
  0.52110865  0.67941581]",1.2838922766277823
random,l2_norm,7,13.72364398850918,,8.07838361752968,0.8924475619783527,"[4.55516822 4.16249638 4.65902984 5.582359   4.71529175 3.937502
 4.13182042 4.33179913 4.00635923 3.90092621 5.80047521 5.82257328
 4.11161735 4.49453302 6.38403074 3.95845349 5.20022051 5.32633554
 4.66812134 4.71925114]","[ 1.34077723e-01 -1.48659498e-02  1.59834860e-01  4.15903933e-01
  2.11848298e-01  9.61165748e-02 -1.00618395e-01  3.68555431e-01
 -8.62386842e-02  2.33574946e-02  4.65619545e-01  6.55674163e-01
  2.31029732e-01  2.04441177e-01  6.64667855e-01  4.82881037e-04
  3.10369520e-01  4.62564567e-01  1.51584674e-01  3.08469666e-01]",1.120514014048319
random,l2_norm,8,7.858858118727412,7.0,4.4736506562353755,0.8055838438675809,"[4.34032693 3.78012837 3.93384512 3.87435721 4.26064423 4.28901089
 3.58958221 3.98688085 4.19434718 3.83011842 3.9844     3.51518863
 3.76715542 3.97104068 3.60140378 3.98988564 3.59688071 3.76886426
 3.87509281 4.04413198]","[ 0.56942929  0.69749663  0.47769226  0.21802608  0.84284787  0.74494746
  0.1419305   0.54550143  0.73617583  0.43777037  0.45272331 -0.03535941
  0.45080209  0.5718824   0.22444153  0.49913443  0.3338344   0.45300587
  0.48438305  0.67683199]",1.2413357189476812
random,l2_norm,9,11.699552834347028,,7.754169779604961,0.9074315532356358,"[2.48128873 1.94403485 2.5160511  4.01246426 2.6476838  2.08314442
 2.17678031 3.0177762  1.4163395  2.36816816 3.98665966 4.3217975
 1.99319962 2.96406045 4.68804704 2.47448637 3.47158839 3.47748419
 2.3415547  2.34487406]","[ 0.09503663 -0.016821    0.16892258  0.45086455  0.24845149  0.10895079
 -0.10228859  0.36377208 -0.11329328  0.0161812   0.46974533  0.68202964
  0.20985236  0.20018311  0.65290195  0.02473014  0.2790729   0.49547325
  0.15252447  0.27658545]",1.1020114921442747
random,l2_norm,10,6.847440719872251,4.0,2.832661626913018,0.7444958116369327,"[3.18669077 2.98964393 3.05761697 2.95715021 4.63336874 3.52424257
 3.16844564 3.05028224 2.5402992  3.31453308 4.43966188 4.08425092
 4.18479167 3.59824662 2.95174382 2.96898109 2.51403753 2.99303533
 3.34521647 4.59585528]","[ 0.2378414   0.39015604  0.393064   -0.09739767  0.74256091  0.65209413
  0.28566845  0.44787541  0.15736006  0.40495191  0.36963259  0.68941367
  0.62352996  0.50749086  0.13331721  0.35943467  0.15061217  0.5490927
  0.4406413   0.87315622]",1.3431909009686527
random,l2_norm,11,12.434653007830974,,6.109079839927115,0.8320754246830019,"[6.09721978 5.89568889 4.34474565 6.35632713 5.9008678  5.89635414
 6.11824383 5.20487803 7.08206147 4.9302857  4.24536926 4.71899051
 6.08433792 5.37506312 5.16920333 5.94138496 4.87944539 4.64651192
 5.19413156 6.09376098]","[ 0.90149204  0.54965282 -0.1497061   1.11241746  0.89031261  0.25880886
  0.92115329  0.6790071   1.14609033  0.40475534 -0.21753528  0.39001174
  0.77605317  0.60527559  0.50791948  0.69099874 -0.11110272  0.5809989
  0.54816561  0.91556939]",1.2018141268635265
random,l2_norm,12,8.328284612989561,11.0,2.20696244541077,0.8287864791202233,"[4.10093571 4.07707813 3.1982737  2.87408211 3.91024195 1.75913627
 6.37446219 2.91997886 6.68036773 1.11550882 1.0582642  1.8973869
 2.51187999 2.60736486 1.2974122  1.94078989 2.35617439 2.30288661
 2.81693316 2.66768643]","[ 0.83376006  1.22431081  0.40951243  0.96866269  0.82100879 -0.17381202
  1.36349959  0.53789592  1.45963142  0.45960018 -0.34733629  0.2488024
  0.68839855  0.58396459  0.17048788  0.62103851  0.08163819  0.52473449
  0.94899182  0.58644358]",1.2065833905272247
random,l2_norm,13,7.004655040033913,7.0,2.645592683221111,0.8240392508532155,"[2.18911375 2.11852279 1.51070346 1.36484581 2.7626916  2.53861362
 1.73744049 2.07581726 2.21072637 2.16582145 2.45703123 2.13534841
 4.2507238  2.76811679 1.15671727 5.06633472 2.32269507 3.14074943
 4.10571411 2.64367869]","[ 0.50073711  0.45881583  0.32053891 -0.22819578  0.78834272  0.90119602
  0.15462089  0.50872966  0.58663943  0.52036072  0.63405661  0.01612595
  1.02204462  0.57497843  0.24827133  1.17580469  0.26325453  0.86109469
  0.84464872  0.74320484]",1.2135344268669164
