Grouping Function,Evaluation Function,num_users,num_groups,Pearson Correlation,Convergence Accuracy (final distance)
interleaved,l2_norm,10,3,0.8466355291103558,4.547420204898171
interleaved,l2_norm,10,4,0.8223260895433568,4.113977545407105
interleaved,l2_norm,10,5,0.8092774951580399,3.764730993027669
interleaved,l2_norm,25,2,0.7767428083134448,4.888513467626518
interleaved,l2_norm,25,3,0.7818242536666591,4.451135927411354
interleaved,l2_norm,25,4,0.7982631512707624,4.23285607459375
interleaved,l2_norm,25,5,0.8005008279675292,3.7061157777280034
interleaved,l2_norm,50,2,0.5738560196884549,4.887884918580915
interleaved,l2_norm,50,3,0.6399602812160701,4.306824085504662
interleaved,l2_norm,50,4,0.657028046890033,4.115418354342052
interleaved,l2_norm,50,5,0.707247405688067,4.038451418483505
interleaved,l2_norm,75,2,0.4583328103490766,5.271983658835228
interleaved,l2_norm,75,3,0.5424373831419051,4.620924139934689
interleaved,l2_norm,75,4,0.565472016194963,4.759639993279305
interleaved,l2_norm,75,5,0.6122791814897696,4.334982821142247
interleaved,l2_norm,100,2,0.33973974699606574,5.038498672103376
interleaved,l2_norm,100,3,0.4255110562168701,4.662766743750913
interleaved,l2_norm,100,4,0.4717190847652195,4.266998855387364
interleaved,l2_norm,100,5,0.45141768834532386,4.120924482034423
random,dot_product,10,2,0.9134254617078915,5.915272675370172
random,dot_product,10,3,0.9132714464320583,5.474987436286488
random,dot_product,10,4,0.8996712223085684,5.692981480622872
random,dot_product,10,5,0.8958585880034073,6.349293648023413
random,dot_product,25,2,0.8028138892160902,5.153157454507834
random,dot_product,25,3,0.8587569118101149,4.9408707932335405
random,dot_product,25,4,0.8600710969586534,5.535589299105896
random,dot_product,25,5,0.8754385684589755,4.907963718479413
random,dot_product,50,2,0.6080253533734897,5.163870265344783
random,dot_product,50,3,0.6910798005840106,4.77343461026934
random,dot_product,50,4,0.7077422502422449,5.24025742384503
random,dot_product,50,5,0.7240469827798028,5.395734285205439
random,dot_product,75,2,0.46373440037024205,4.849624430823926
random,dot_product,75,3,0.5388704476910368,5.286501625542876
random,dot_product,75,4,0.5665492123002815,5.404343349693476
random,dot_product,75,5,0.5789127988531535,5.079352332756592
random,dot_product,100,2,0.35031034861810184,5.173738594804406
random,dot_product,100,3,0.42131816266250754,5.161104812699349
random,dot_product,100,4,0.45354630622806985,5.423026486806362
random,dot_product,100,5,0.47718495899336655,5.208213036369554
random,l1_norm,10,2,0.862266165581761,4.681986441694521
random,l1_norm,10,3,0.8418120192308028,4.124670736724779
random,l1_norm,10,4,0.8469841137145788,4.633326161945845
random,l1_norm,10,5,0.8137979538900669,4.015226323342512
random,l1_norm,25,2,0.7410935741619693,4.740296474667202
random,l1_norm,25,3,0.7999916965066691,4.563691247170255
random,l1_norm,25,4,0.8014848437402159,4.206455231196675
random,l1_norm,25,5,0.8058687871789975,4.232059190349259
random,l1_norm,50,2,0.4595688279859455,4.407352187443305
random,l1_norm,50,3,0.589278340855684,4.714940430878997
random,l1_norm,50,4,0.6128158986048775,4.104587424416449
random,l1_norm,50,5,0.6376471146688485,4.324835514692043
random,l1_norm,75,2,0.4036364507558947,5.376123055415039
random,l1_norm,75,3,0.46819142637021005,4.709541989732051
random,l1_norm,75,4,0.5106595652859173,4.726594237118815
random,l1_norm,75,5,0.4941913283399512,4.132146565497323
random,l1_norm,100,2,0.2827086676823477,4.8793917317015
random,l1_norm,100,3,0.40118674568573354,5.05710846113733
random,l1_norm,100,4,0.424138881855809,4.867221746972572
random,l1_norm,100,5,0.43344635843040563,4.256058912495402
random,l2_norm,10,2,0.8697421283168447,4.8932096901197
random,l2_norm,10,3,0.8629653453750038,3.9047779441964083
random,l2_norm,10,4,0.8598988086375825,3.9615118652574175
random,l2_norm,10,5,0.861736217606722,4.136300318950517
random,l2_norm,25,2,0.7376703193591685,4.846275081195747
random,l2_norm,25,3,0.8293277537963433,4.62846091694963
random,l2_norm,25,4,0.8296570617194645,4.306551288290193
random,l2_norm,25,5,0.8474507642955723,4.03212096885702
random,l2_norm,50,2,0.5532868348421802,4.649632741168563
random,l2_norm,50,3,0.6326138002901478,4.059646583946906
random,l2_norm,50,4,0.672751720402104,4.2933053646999095
random,l2_norm,50,5,0.6916712125626197,3.7025820518872354
random,l2_norm,75,2,0.4440086769683178,5.10006314108688
random,l2_norm,75,3,0.5059185981885913,4.485534698690781
random,l2_norm,75,4,0.5708577716563217,4.535780981917569
random,l2_norm,75,5,0.5883105155147105,4.231052027441405
random,l2_norm,100,2,0.34416447093090496,5.25475340945427
random,l2_norm,100,3,0.4089517372602319,4.824840487355095
random,l2_norm,100,4,0.5044009704061743,4.43880933528047
random,l2_norm,100,5,0.4912867865532284,4.520767734608111
