Grouping Function,Evaluation Function,Run,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation,Final Points,Shapley Values
random,l2_norm,10,9.598465850164049,8.0,3.8518192770164537,0.9072763629949111,"[5.52715627 6.4527654  2.98794226 2.27369779 1.83423067 3.43393619
 4.04236152 5.07427484 4.64887968 4.98320485]","[ 1.58465028  1.74588899  0.8341914   0.37874011 -0.15666631  0.84196874
  1.62715316  1.24821908  1.28705572  1.51571337]"
random,l2_norm,11,7.592984125048129,5.0,3.0632210533490727,0.9469842102498345,"[ 4.69511789  5.07817533  2.27006844  0.21334666 -0.51120585 -0.99733886
  2.92324149  0.91701947  2.68082195  2.68801143]","[ 1.77567696  1.86946336  1.11518051  0.25762521 -0.09467521 -0.08588719
  1.43914357  1.10509444  1.53404662  1.50784489]"
random,l2_norm,12,10.487889302465577,9.0,1.5371240971436817,0.8631179915938664,"[ 4.69141545  0.41539819  7.56727211 -0.50456491 -1.3780554  -0.90199978
  5.03157776  9.75797499  0.64040832 -0.4029801 ]","[ 1.75109547  1.01330488  1.77792711  0.4824254   0.00699073 -0.00749829
  1.44102838  2.22191314  1.09738248  1.33561707]"
random,l2_norm,13,10.329284267013739,9.0,1.5576617328057651,0.9103914579609732,"[  0.60519847  -1.08159494   6.30427585  -4.9345223   -7.57096473
 -11.74284649   4.27900239  10.66248419  -3.68343181  -3.98538756]","[ 1.75109547  1.01330488  1.77792711  0.4824254   0.00699073 -0.00749829
  1.44102838  2.22191314  1.09738248  1.33561707]"
random,l2_norm,14,7.119223295936746,4.0,1.969808477527613,0.8034648341205642,"[4.59348153 5.4656978  5.49169359 2.23908181 4.61183872 2.21022533
 3.58512357 3.69848131 4.18017765 4.26444369]","[ 1.41001791  1.3689839   1.41799955  0.31481916  0.87953476 -0.0293786
  1.42642617  1.22430507  1.19301397  1.32540947]"
random,l2_norm,15,6.283268441223302,3.0,2.017379756152929,0.7042940435577553,"[ 3.23337525  4.20826933  4.20708016  0.97372696  3.69104944 -0.15264823
  2.50617152  0.47649091  2.67416403  2.98683404]","[ 1.41001791  1.3689839   1.41799955  0.31481916  0.87953476 -0.0293786
  1.42642617  1.22430507  1.19301397  1.32540947]"
random,l2_norm,16,8.859583998622915,6.0,2.036304598309397,0.7912461524824811,"[5.35024413 6.58540026 5.51821272 2.31031351 5.68030944 1.48466574
 3.59164332 4.13159944 5.05418029 5.05667579]","[ 1.41001791  1.3689839   1.41799955  0.31481916  0.87953476 -0.0293786
  1.42642617  1.22430507  1.19301397  1.32540947]"
random,l2_norm,17,8.839080428883273,8.0,3.0615805268202556,0.9122531222126029,"[ 6.34782204  6.13309986  2.97707546  0.39342666  0.63006283 -0.18122744
  3.92006155  1.05855615  3.82663626  3.6981591 ]","[ 1.77567696  1.86946336  1.11518051  0.25762521 -0.09467521 -0.08588719
  1.43914357  1.10509444  1.53404662  1.50784489]"
random,l2_norm,18,10.612583297374028,13.0,2.495158698916224,0.9235903933541528,"[  7.52252922  -1.75957635   0.97242298  -1.947037   -11.90835371
  -9.38175721  -6.08926624   9.49761661  -3.19993751  -1.4945101 ]","[ 1.93883173  1.11999452  1.57536018  0.70015605 -0.11837827  0.16126558
  1.21064695  2.2512538   1.27634794  1.42029989]"
random,l2_norm,19,7.326168632711422,4.0,2.0537725358284193,0.9238353123750905,"[5.10789545 4.07050016 5.44094459 0.7778553  4.03451496 0.40480051
 3.91834401 3.3427295  3.63372772 4.12403015]","[ 1.41001791  1.3689839   1.41799955  0.31481916  0.87953476 -0.0293786
  1.42642617  1.22430507  1.19301397  1.32540947]"
random,l2_norm,20,9.220054636935412,10.0,3.9228313898233793,0.8522790916683727,"[ 0.62792828 -4.15886374 -1.54200039  2.34111059 -1.69978763  0.12496628
  7.21068371  3.32240998 -3.10601003  4.41427775]","[1.03778363 0.27495105 0.28955944 0.48398164 0.21375373 0.92638525
 1.506674   1.25839572 0.5294666  1.27794575]"
random,l2_norm,21,12.059119202748356,,5.002902923810662,0.9743564029090174,"[ 5.11859805 -0.99689517 -2.37756095 -3.88341849 -2.8228995   8.1589512
  2.11517603  3.14887733  6.55048589  4.47517413]","[ 1.68923263  0.88738372  0.22997252 -0.12960458  0.11225477  2.02029103
  1.3802349   1.35531958  1.8592656   1.67442323]"
random,l2_norm,22,5.445379615710033,1.0,1.438771211093449,0.7256253179577039,"[3.12739541 1.04326283 3.21676191 0.4156245  1.17612004 4.15539493
 3.25906074 4.60315493 1.56029788 2.15723532]","[ 1.54439544  1.27418565  0.76773341 -0.4110039   0.22510276  1.92834284
  1.85574535  1.9977464   1.58288932  1.58750941]"
random,l2_norm,23,9.221888845947777,6.0,2.8895779970063593,0.8708089757595183,"[6.37686618 7.2222269  3.79631938 3.14012548 3.65184036 3.03294328
 4.91330477 4.7451654  5.44070798 4.76308613]","[ 1.77567696  1.86946336  1.11518051  0.25762521 -0.09467521 -0.08588719
  1.43914357  1.10509444  1.53404662  1.50784489]"
random,l2_norm,24,8.777929181438605,7.0,2.2493275994701625,0.8848069869239816,"[ 5.53693939 -2.90891662 -1.47155278 -1.251723   -9.93001339 -7.58656621
 -5.82759546  7.81768112 -2.37850159 -2.57785041]","[ 1.93883173  1.11999452  1.57536018  0.70015605 -0.11837827  0.16126558
  1.21064695  2.2512538   1.27634794  1.42029989]"
random,l2_norm,25,9.119828619875223,6.0,2.039536398989915,0.7554249442583612,"[6.20479638 6.91324381 6.47988401 4.15282834 6.5849843  2.90019908
 5.42713117 4.97174671 5.69875429 4.68878423]","[ 1.41001791  1.3689839   1.41799955  0.31481916  0.87953476 -0.0293786
  1.42642617  1.22430507  1.19301397  1.32540947]"
random,l2_norm,26,11.256958031119886,,5.38616718922641,0.9108038437755267,"[-6.2924483  -6.99488786 -3.26672074  7.48593855 -3.43177974 -4.62436619
 -7.44809167 -6.97497033  1.00517044 -6.77875962]","[ 0.56009034 -0.05186753  0.57970836  2.15455189  0.71427856  0.27395493
  0.4130939   0.37151639  0.81141749  0.52647285]"
random,l2_norm,27,11.832897540912974,,5.068546272879077,0.9787613758215155,"[ 1.23794534 -3.7244311  -8.79756199 -8.90641096 -9.39891707  7.53765241
  0.58167438 -0.01383408  5.35128842  4.42437354]","[ 1.68923263  0.88738372  0.22997252 -0.12960458  0.11225477  2.02029103
  1.3802349   1.35531958  1.8592656   1.67442323]"
random,l2_norm,28,8.973447907009774,,5.095712575021039,0.9660699135381886,"[ -2.41550276  -8.06032851 -12.08541328 -16.37937917  -9.85149101
   3.89041194  -4.68819054  -2.18665691   1.39776227  -0.42816169]","[ 1.68923263  0.88738372  0.22997252 -0.12960458  0.11225477  2.02029103
  1.3802349   1.35531958  1.8592656   1.67442323]"
random,l2_norm,29,7.5077544539574275,5.0,3.7210473459704985,0.9012659956978979,"[3.64850009 4.35103853 2.2106332  2.47908547 1.34395084 2.66284005
 3.66768857 3.72011753 3.47099195 2.89532041]","[ 1.58465028  1.74588899  0.8341914   0.37874011 -0.15666631  0.84196874
  1.62715316  1.24821908  1.28705572  1.51571337]"
random,l2_norm,30,9.202461007900595,9.0,2.2589332114237353,0.8702148885117152,"[ 5.85783813 -2.74554142  0.1272398  -0.91588279 -9.95233837 -4.19652492
 -5.76046018  7.75789763 -0.72960335 -0.65739009]","[ 1.93883173  1.11999452  1.57536018  0.70015605 -0.11837827  0.16126558
  1.21064695  2.2512538   1.27634794  1.42029989]"
random,l2_norm,31,12.469706716844502,27.0,4.403358129644581,0.9041038105732981,"[ 5.01242041 -0.32453751  0.63099114  4.51164503  9.07175393  1.70593181
  2.39056641  4.04433022 -0.65679969  1.07267367]","[ 0.86678486 -0.04864518  0.60543664  0.95727148  2.2868564   0.46639212
  0.700261    0.72393816  0.42785172  0.70809775]"
random,l2_norm,32,10.008755860237,10.0,3.9301426684268312,0.7617654630281389,"[5.07236298 6.79159761 3.22456093 3.65350145 3.11186387 5.34364508
 4.48828757 4.60442852 4.87860766 5.52542802]","[ 1.58465028  1.74588899  0.8341914   0.37874011 -0.15666631  0.84196874
  1.62715316  1.24821908  1.28705572  1.51571337]"
random,l2_norm,33,7.844651313487732,5.0,2.920227966223081,0.9052186014051077,"[4.44689017 6.07109448 2.54667556 2.21255143 1.56460295 1.09780777
 4.16830282 3.22057987 4.00524752 3.23133017]","[ 1.77567696  1.86946336  1.11518051  0.25762521 -0.09467521 -0.08588719
  1.43914357  1.10509444  1.53404662  1.50784489]"
random,l2_norm,34,7.382717415738817,6.0,3.0510747487010046,0.9414454474792964,"[ 4.87731168  4.84706003  2.23738105  1.44658302 -0.41648447 -0.84787691
  3.18020318  1.48938648  2.86085008  2.97246877]","[ 1.77567696  1.86946336  1.11518051  0.25762521 -0.09467521 -0.08588719
  1.43914357  1.10509444  1.53404662  1.50784489]"
random,l2_norm,35,10.078310661693367,11.0,2.347563186604976,0.9361166290191262,"[  7.19218105  -3.1311398   -2.45456906  -5.00525834 -18.55852583
 -13.10583683  -8.58049288  10.42310901  -3.64610855  -4.29048724]","[ 1.93883173  1.11999452  1.57536018  0.70015605 -0.11837827  0.16126558
  1.21064695  2.2512538   1.27634794  1.42029989]"
random,l2_norm,36,11.637782418320167,29.0,4.427804258794137,0.921466294641216,"[ 3.87589161 -0.32346085  0.70934518  4.84671294  9.06369606  0.97818685
  2.52222703  3.84241764 -0.76382819  1.06536144]","[ 0.86678486 -0.04864518  0.60543664  0.95727148  2.2868564   0.46639212
  0.700261    0.72393816  0.42785172  0.70809775]"
random,l2_norm,37,10.452574339767365,8.0,1.4963582913489817,0.9113193236470359,"[ 5.77517006  2.95318395  3.87262406 -1.53606833  0.70563703  8.32811074
  5.33286405  8.9289546   6.06448161  3.45880581]","[ 1.54439544  1.27418565  0.76773341 -0.4110039   0.22510276  1.92834284
  1.85574535  1.9977464   1.58288932  1.58750941]"
random,l2_norm,38,10.078637633177278,14.0,4.434098441111106,0.8666195827662304,"[ 2.87814064 -2.01355405 -1.69385246  2.96740443  6.94250581 -0.31671908
  1.62041702  3.07084126 -2.70009571 -0.35702188]","[ 0.86678486 -0.04864518  0.60543664  0.95727148  2.2868564   0.46639212
  0.700261    0.72393816  0.42785172  0.70809775]"
random,l2_norm,39,8.148305540743928,5.0,1.5869535646704571,0.9263779713243563,"[ 0.96871912  0.32959224  4.5837644  -2.33516399 -3.76502861 -5.73889793
  2.03933555  7.27848959 -0.52028982 -1.1670331 ]","[ 1.75109547  1.01330488  1.77792711  0.4824254   0.00699073 -0.00749829
  1.44102838  2.22191314  1.09738248  1.33561707]"
random,l2_norm,40,8.264271299689076,5.0,1.968788778248214,0.7930885438254719,"[5.96744376 5.82509782 5.89510056 3.99628759 5.72292788 2.42617059
 4.79267296 4.70884881 5.32609236 4.34500821]","[ 1.41001791  1.3689839   1.41799955  0.31481916  0.87953476 -0.0293786
  1.42642617  1.22430507  1.19301397  1.32540947]"
random,l2_norm,41,9.58311892652039,10.0,2.2529669057356143,0.877290456426038,"[  5.62247181  -2.11318134  -0.16679827  -0.98799376 -12.5960933
  -8.26054788  -7.62887067   8.45717539  -1.18764558  -3.85588617]","[ 1.93883173  1.11999452  1.57536018  0.70015605 -0.11837827  0.16126558
  1.21064695  2.2512538   1.27634794  1.42029989]"
random,l2_norm,42,9.327417125426626,9.0,3.97029254998296,0.9363305912566964,"[ 4.32275414  5.47584434  0.77307889 -0.01122673 -0.46003402  2.8463797
  4.59682499  2.367318    2.71757812  4.47168421]","[ 1.58465028  1.74588899  0.8341914   0.37874011 -0.15666631  0.84196874
  1.62715316  1.24821908  1.28705572  1.51571337]"
random,l2_norm,43,9.28785544682659,8.0,1.565771199483073,0.9005910641979292,"[ 3.77549925  2.17139755  6.31876875  0.11493147 -1.15097687 -1.75695032
  4.11676744  8.74523526 -0.25718081  0.96300111]","[ 1.75109547  1.01330488  1.77792711  0.4824254   0.00699073 -0.00749829
  1.44102838  2.22191314  1.09738248  1.33561707]"
random,l2_norm,44,8.38941021165791,6.0,1.5582431716446141,0.912359108012057,"[ 4.51877416  1.83393873  6.15815927  0.06182714 -1.22243424 -0.84083423
  5.31937726  7.50984386  1.12239714  0.66787934]","[ 1.75109547  1.01330488  1.77792711  0.4824254   0.00699073 -0.00749829
  1.44102838  2.22191314  1.09738248  1.33561707]"
random,l2_norm,45,8.795921024575566,6.0,2.981890264797674,0.9417673097210512,"[6.16491854 6.95493813 2.7395517  1.8321619  0.79359426 0.31019672
 4.04894159 2.63735655 5.06410224 4.15154157]","[ 1.77567696  1.86946336  1.11518051  0.25762521 -0.09467521 -0.08588719
  1.43914357  1.10509444  1.53404662  1.50784489]"
random,l2_norm,46,12.989816512270005,,8.654983360094063,0.9381974625810297,"[-6.59928914 -5.49876221  3.03641752  4.41922317  1.29611265 -4.49632007
 -2.95554045 -4.37827036 -4.95019212  5.32252326]","[-0.13059591 -0.53261324  0.39734244  0.57094121  0.35366762 -0.0653477
  0.06716816 -0.14245197 -0.22470876  0.58506381]"
random,l2_norm,47,9.811986126425754,8.0,1.5489697528142419,0.9373234304756158,"[ 4.7025265   1.84533192  7.20523714 -1.17166051 -1.07538212 -1.53730321
  4.94363778  9.28190765  1.99197877  1.44956942]","[ 1.75109547  1.01330488  1.77792711  0.4824254   0.00699073 -0.00749829
  1.44102838  2.22191314  1.09738248  1.33561707]"
random,l2_norm,48,8.382559357961437,7.0,1.5477381505523558,0.8616384285259078,"[ 3.5848311   0.68873955  5.38423949 -1.43026169 -1.74039679 -3.26173424
  4.78393363  8.11688194 -1.22605536 -1.62982498]","[ 1.75109547  1.01330488  1.77792711  0.4824254   0.00699073 -0.00749829
  1.44102838  2.22191314  1.09738248  1.33561707]"
random,l2_norm,49,8.670373021629567,8.0,3.946388482334936,0.8957658152476619,"[ 4.45948909  5.288401    0.73172892  0.2342197  -0.41371206  3.60346071
  3.91201042  2.25164111  2.54210645  3.8026516 ]","[ 1.58465028  1.74588899  0.8341914   0.37874011 -0.15666631  0.84196874
  1.62715316  1.24821908  1.28705572  1.51571337]"
random,dot_product,0,9.294851268936522,,7.484826717764056,0.9712831236882509,"[-111.03887689   19.30535285 -220.97241573    7.8239113  -362.71987263
 -141.915516   -111.20459858  -34.71182076  -83.6585245  -169.31877334]","[21.57368258 26.28553517  8.49085333 27.34477178 -3.75789154 15.52312037
 16.85216967 21.83063922 24.50067849 12.09474368]"
random,dot_product,1,6.348313720525828,3.0,3.443604462689501,0.9378874835376172,"[-150.72182883   85.08389466 -179.0168169  -240.42976831 -510.78997465
 -243.21879208  -85.60356283 -142.8974145  -133.03841192 -151.0757402 ]","[28.90190471 39.78676081 12.56308189 14.15780613 -8.49954523 10.10241585
 23.98061741 27.7442358  28.77012038 18.5223221 ]"
random,dot_product,2,9.031355017482777,6.0,5.655359782159148,0.9506515951126816,"[ -58.63850904  130.07181202 -204.29650206 -120.78472328 -325.44075211
 -247.72723214  -84.05364853 -135.90022312  -62.10447041  -39.57039999]","[24.91430075 34.78000131 11.60022151 13.24878446 -5.05909326  9.55950837
 21.40779131 20.78321783 25.95907677 25.37315792]"
random,dot_product,3,7.554078266085763,4.0,5.323340516891232,0.9261617518515377,"[ -93.74697264   86.66097836 -163.05052852 -141.86317776 -247.84133475
 -145.75548401 -114.46253727 -113.3298521   -61.66294383  -33.920066  ]","[24.91430075 34.78000131 11.60022151 13.24878446 -5.05909326  9.55950837
 21.40779131 20.78321783 25.95907677 25.37315792]"
random,dot_product,4,7.947656457135925,5.0,5.34017507125729,0.9323807885544418,"[  85.63510715 -200.10887456 -139.32977401 -268.92993331 -158.14671473
 -112.54439498  -93.81159046  -35.88616254  -44.19249578 -122.86989524]","[38.54305934 14.03680674 17.98656877 -8.2639076  13.45835899 26.20728563
 26.04522666 31.87182898 29.38258198 19.33421246]"
random,dot_product,5,9.831132983276948,13.0,7.146674267734036,0.9489203638350047,"[ -26.31614167   92.55210722 -148.68509222 -165.94146029 -313.71653291
 -229.46901729 -124.25010128  -13.17792819  -66.00873665 -118.54040701]","[31.23111616 37.61335012 16.4274888  18.18946529 -7.15122102 13.07460281
 24.40890391 28.96496728 29.09445097 19.73827567]"
random,dot_product,6,8.605947590705773,5.0,5.683955472229094,0.9521082304953639,"[ -12.479796     94.36037866 -137.04528564 -125.98556387 -274.88839942
 -176.5064085   -61.59437725 -109.93821854  -81.72285586  -52.71637327]","[24.91430075 34.78000131 11.60022151 13.24878446 -5.05909326  9.55950837
 21.40779131 20.78321783 25.95907677 25.37315792]"
random,dot_product,7,8.75760968823211,,8.599875600931794,0.9356103646274563,"[ -60.68243301   24.422325   -126.07611733   14.40904259 -291.93789231
 -120.3079233   -99.310411    -74.26686386  -78.77739402  -97.37384089]","[21.57368258 26.28553517  8.49085333 27.34477178 -3.75789154 15.52312037
 16.85216967 21.83063922 24.50067849 12.09474368]"
random,dot_product,8,8.187864048362005,5.0,5.620586882159834,0.9302849221665754,"[-104.6572454   108.12763351 -134.31551764 -116.55598058 -251.42609138
 -184.09201823  -68.15966255  -87.50551183  -35.68459461  -49.6164986 ]","[24.91430075 34.78000131 11.60022151 13.24878446 -5.05909326  9.55950837
 21.40779131 20.78321783 25.95907677 25.37315792]"
random,dot_product,9,11.511569494751013,,10.8641465224289,0.9486832190450776,"[ -41.50587508   79.57258702 -171.21293236 -251.22802123  -12.03770047
 -114.28277834  -52.92983074   -4.42814987  -64.4242502  -149.10733817]","[24.02462489 27.11848275  8.90553513 -1.98186538 25.2675043  17.50124318
 19.3647349  24.86823422 21.65497711 13.70675229]"
random,dot_product,10,9.812566131623678,14.0,6.6547376035312125,0.9516415737110994,"[ -40.13614327  118.53551411 -255.77688574 -209.16834864 -424.35016937
 -277.45035808 -187.07955654  -29.85656228  -88.03045059 -188.10290773]","[28.36616539 35.38256193 15.21607951 15.64761751 -7.46123613 11.05778481
 23.60693706 31.92661882 26.50660555 17.52406827]"
random,dot_product,11,9.17493342343623,8.0,4.127394388565718,0.9525551137771273,"[ 111.58674194 -248.32741834 -139.59630491 -476.66395092 -244.06696106
 -148.33663817 -105.67647289  -72.40255747 -145.93896303 -165.47428163]","[38.54305934 14.03680674 17.98656877 -8.2639076  13.45835899 26.20728563
 26.04522666 31.87182898 29.38258198 19.33421246]"
random,dot_product,12,12.616687883286854,,6.158503031879899,0.9517379094423031,"[ -79.75797264  167.02058975 -157.0356272  -259.36938765 -491.42966856
 -267.35953922 -124.72993167  -62.81154629  -72.13312609 -196.57533857]","[31.23111616 37.61335012 16.4274888  18.18946529 -7.15122102 13.07460281
 24.40890391 28.96496728 29.09445097 19.73827567]"
random,dot_product,13,8.658090497695834,6.0,4.475729458334655,0.934275519514946,"[ -78.47172759  -11.64734462 -123.01805602 -151.96382241 -357.82577149
 -134.31606272  -63.77044958  -36.2993912    12.14014008 -117.60069515]","[29.60161843 40.77129402 12.25654133 15.83595745 -8.1552878  16.60439134
 26.29453775 24.40470327 29.95420024 20.01210609]"
random,dot_product,14,10.241080451282537,12.0,6.704876177471457,0.9619253478788887,"[   3.26385373  142.37109328 -154.5167498  -158.52872036 -344.77255992
 -152.29622613  -97.20479339   50.33822167  -59.37816582 -141.69602339]","[28.36616539 35.38256193 15.21607951 15.64761751 -7.46123613 11.05778481
 23.60693706 31.92661882 26.50660555 17.52406827]"
random,dot_product,15,9.850604172548106,,11.969209554868389,0.9207263518177934,"[-41.47343602  36.10910149 -79.00797869 -27.30118039 -77.24298815
 -71.89985536 -56.68228167 -20.38297914 -46.23576724 -68.31344876]","[12.31791008 18.35254634  4.22360812 12.56189618  8.70860254  9.38765337
 10.79964282 14.07130947 12.20749342  9.94263613]"
random,dot_product,16,9.255351338176709,,6.577794055965506,0.9788308707477505,"[ -55.01997916   92.64310551 -190.70499556 -193.06887505 -411.70660928
 -220.62562366 -132.57323508  -73.66058077  -55.56333933 -180.0329436 ]","[31.23111616 37.61335012 16.4274888  18.18946529 -7.15122102 13.07460281
 24.40890391 28.96496728 29.09445097 19.73827567]"
random,dot_product,17,11.309755409256148,11.0,5.881681480095874,0.9558526685676776,"[ 153.78776885 -189.22381933 -151.44450885 -448.35400427 -259.79741383
 -165.053983    -48.43290308    5.46331493  -66.53674675 -145.54656631]","[38.54305934 14.03680674 17.98656877 -8.2639076  13.45835899 26.20728563
 26.04522666 31.87182898 29.38258198 19.33421246]"
random,dot_product,18,9.499322927899616,,5.640752633393303,0.9644873067171879,"[ -21.63210507  127.05015871 -198.34087242 -184.25791702 -411.34692635
 -264.07538353 -148.54630588  -21.80214271  -21.85072327 -171.83004683]","[28.36616539 35.38256193 15.21607951 15.64761751 -7.46123613 11.05778481
 23.60693706 31.92661882 26.50660555 17.52406827]"
random,dot_product,19,10.219675436221667,,5.720423739045244,0.9884671552234938,"[ -40.50358119 -330.9742069  -281.49900736 -699.25277132 -339.82060525
 -105.22323988 -193.19490512  -73.45715794  -72.90190077 -200.58500802]","[34.11832812 15.34467613 16.65569541 -6.65400255 13.74548035 32.66741051
 28.63689198 33.82933171 36.12752635 24.7751818 ]"
random,dot_product,20,10.925906580117772,,5.715530664387415,0.9540365664383061,"[ -80.37733226   22.59043448 -121.70490858   64.07907272 -275.715976
 -125.96336611  -92.17878946  -32.58704817  -25.94656604 -120.72568851]","[21.57368258 26.28553517  8.49085333 27.34477178 -3.75789154 15.52312037
 16.85216967 21.83063922 24.50067849 12.09474368]"
random,dot_product,21,9.887861600214904,,7.105800215176302,0.9871660393887282,"[ -26.64426299  105.77314014 -201.21062263 -508.80130453 -289.75724587
 -145.52262811  -77.48450631   16.80450804  -88.22288323 -165.78900211]","[22.90249378 28.63509439 11.73316605 -7.49252251  9.24121678 18.73414986
 21.76082782 25.93388866 20.90319192 14.88582026]"
random,dot_product,22,10.175043179921465,8.0,4.3196996619359815,0.9476359692240474,"[-113.20768622  102.69173255 -188.73297776 -181.45794793 -402.94566641
 -229.37160926 -164.20308989 -124.30334902  -13.52541339 -149.82245147]","[28.90190471 39.78676081 12.56308189 14.15780613 -8.49954523 10.10241585
 23.98061741 27.7442358  28.77012038 18.5223221 ]"
random,dot_product,23,9.275613463283358,9.0,6.455918923740828,0.9610344071064024,"[ -56.78183355  139.85767565 -213.2176474  -254.26240418 -467.67080631
 -236.16551897 -137.41442451  -83.40669399  -93.50158565 -167.53201788]","[31.23111616 37.61335012 16.4274888  18.18946529 -7.15122102 13.07460281
 24.40890391 28.96496728 29.09445097 19.73827567]"
random,dot_product,24,10.906004472574656,,6.551431062779123,0.9490578725173012,"[ -27.37897854  104.06749037 -199.01273103 -184.70640503 -342.52028474
 -232.8408909   -95.32940307  -47.81286006 -100.30132483 -168.5713258 ]","[28.36616539 35.38256193 15.21607951 15.64761751 -7.46123613 11.05778481
 23.60693706 31.92661882 26.50660555 17.52406827]"
random,dot_product,25,9.201716908664066,,7.992171470502578,0.9607264257270376,"[  -8.13802938   65.56243835 -133.31171348 -287.86193081 -152.61813093
 -106.28839891  -62.54803086  -22.33129825  -76.85538752 -132.7194731 ]","[22.90249378 28.63509439 11.73316605 -7.49252251  9.24121678 18.73414986
 21.76082782 25.93388866 20.90319192 14.88582026]"
random,dot_product,26,7.348387775503965,4.0,5.830771998663781,0.9764977692557293,"[ -94.52052264  104.41006502 -199.48510738 -192.3772782  -483.19921085
 -219.38124284 -118.73772717   17.54631333 -104.16287389 -153.97620616]","[28.36616539 35.38256193 15.21607951 15.64761751 -7.46123613 11.05778481
 23.60693706 31.92661882 26.50660555 17.52406827]"
random,dot_product,27,6.397044036255316,3.0,4.681325271423236,0.9578530262612398,"[ -88.78050384   99.10633765 -232.68659879 -166.48070171 -384.8000727
 -235.83091283 -142.41545757  -69.71089556  -59.21073456 -125.50399812]","[24.91430075 34.78000131 11.60022151 13.24878446 -5.05909326  9.55950837
 21.40779131 20.78321783 25.95907677 25.37315792]"
