,user,shapley,points
0,0,0.012642398988219117,5141.0
1,1,-0.007736192965977808,4760.0
2,2,0.07100943006325376,6500.0
3,3,-0.012668724006145927,4602.0
4,4,-0.048588805526346916,4145.0
5,5,-0.0729949853019932,3532.0
6,6,0.11416082770599961,7533.0
7,7,0.04865390120198851,5871.0
8,8,-0.11992375302509031,2498.0
9,9,0.015445902866092943,5418.0
