,user,shapley,points
0,0,-0.023070401308795133,5332.0
1,1,-0.06725673561187379,4577.0
2,2,0.02755956935951591,6527.0
3,3,-0.01996614267333638,5451.0
4,4,0.000566227013098786,5684.0
5,5,-0.11879650110736696,1485.0
6,6,0.041975142441380224,6834.0
7,7,-0.03766945044729434,5082.0
8,8,-0.061818606622765115,4221.0
9,9,-0.035762508922923146,4807.0
