Grouping Function,Evaluation Function,Run,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation,Final Points,Shapley Values
random,l2_norm,0,9.511800744198078,9.0,1.2158500993789982,0.8518568235106401,"[ 1.38750283  4.97613518 -2.07430793  1.52953688 -0.93839387 -2.10526707
  8.5135975  -0.83707635  9.39493686 -2.18797236 -6.02472043 -2.96536326
 -1.80888    -0.37488597 -2.30017497 -1.77574997 -2.03994032 -2.97750496
  1.95694539 -3.68926211]","[ 0.92763645  1.23193093  0.48480894  0.8780722   0.81430915 -0.11829287
  1.35283848  0.70933985  1.4120983   0.33531507 -0.37258149  0.27403452
  0.6907875   0.56082514 -0.04625164  0.61526184  0.1508044   0.47968845
  1.01802241  0.61258597]"
random,l2_norm,1,8.78493350679572,8.0,1.627364467456496,0.8012783669299015,"[ 0.46204268 -0.05929087 -0.19841852 -1.37608413  2.70833338  2.33440645
  0.49202337 -0.94307506  1.08619185  0.59641441  1.12606731 -0.34221365
  5.25323349 -0.39212393 -0.88025566  8.23316449 -0.47400008  2.42915675
  2.14669415  0.7601305 ]","[ 0.46387531  0.4666183   0.25995743 -0.14568375  0.73845832  0.99839296
  0.02814697  0.44565911  0.65600698  0.57838441  0.64725857 -0.03152821
  0.95741934  0.63634899  0.22238542  1.25043954  0.26725073  0.90589877
  0.80189289  0.74808784]"
random,l2_norm,2,11.25409124501623,91.0,5.018325234343966,0.8359353368157794,"[ 2.76185079  1.51578166 -0.12284331  5.63346832  3.43086675  1.24164231
  3.85414195  1.37292639  6.5463844   0.87966684  0.30724625  0.7791701
  2.65250662  1.14163253  1.79134237  1.69860294  0.17610798  0.29773927
  0.69183528  4.3280481 ]","[ 0.92475349  0.73054383 -0.05525482  1.18176127  0.82515481  0.25546106
  0.91271252  0.6174722   1.12986965  0.21936954 -0.1933872   0.38806943
  0.81843852  0.69748189  0.3916629   0.61087306 -0.04491113  0.54827413
  0.53626332  0.90572993]"
random,l2_norm,3,9.037295382246693,9.0,3.063292719602875,0.8236565518895517,"[0.56583396 5.03602811 3.05436651 2.45194248 1.67897886 3.1965832
 0.89701714 5.47371948 1.87249245 4.99866355 1.72601919 0.78000041
 5.6202386  0.50119065 3.60471996 0.02423408 4.54174148 0.7908051
 2.44202856 2.27624714]","[ 0.4546261   0.88785987  0.83179978  0.2303005   0.61175981  0.71228823
  0.03733991  0.99295225  0.67773736  0.94195005  0.26091725 -0.21714288
  0.86341507  0.42698659  0.73386025 -0.18847085  0.95276136 -0.00370556
  0.60786121  0.75855622]"
random,l2_norm,4,7.776743722489323,6.0,1.5960520323568956,0.760414578793603,"[ 0.43358935 -0.02817541 -0.71549236 -0.45775011  2.32028864  1.21000483
 -0.59399588  0.24455243  0.33295484 -0.66385101 -0.0290874  -1.06462744
  5.13344872 -0.02235712 -0.34209829  6.74380817 -0.85973395  2.49055177
  1.68021873 -0.38763541]","[ 0.51189416  0.51585856  0.25962663 -0.11189744  0.7808737   0.92270703
  0.12993373  0.58514084  0.68494637  0.49996731  0.73506031 -0.02612564
  0.97328793  0.66324672  0.02178895  1.19395667  0.14755303  0.91612367
  0.80992632  0.68140104]"
random,l2_norm,5,12.422161439320137,,6.700237565700522,0.8880583096629472,"[-1.31393864 -0.65394585 -1.45802873  1.09062496 -0.10465663 -0.86141917
 -1.46988201 -0.49875015 -2.73769847 -1.03517195  1.43868619  6.58709651
 -0.64847613 -0.98472764  6.30267201 -2.26502221 -0.38834026  1.04007625
 -0.21004772 -0.18710911]","[ 0.08032692  0.01648783  0.1716982   0.4295407   0.18988236  0.081388
 -0.03809281  0.37012437 -0.12955153  0.00321559  0.41121892  0.66839189
  0.16667351  0.20698903  0.72589448  0.02272789  0.29165531  0.52246607
  0.20463951  0.26719882]"
random,l2_norm,6,12.207019915495767,,7.470657770149208,0.7811499042434442,"[-3.06736876 -2.78695875 -0.70565772 -0.80646121 -1.77714781 -1.58815846
  1.67405342 -2.63771806 -1.29212928 -0.60612236 -0.71428361  1.30726322
 -1.19698637 -2.14860121  5.88210882 -0.75642823 -0.74544391  0.23050934
 -1.82466942  2.86761224]","[-0.35431071 -0.25303295 -0.09779906  0.16180487 -0.08071084 -0.10591014
  0.31323148 -0.17390407  0.32361036 -0.42767409  0.22830422  0.20951513
 -0.0124103   0.02118483  0.72432046 -0.09765004  0.31067596  0.2462436
 -0.14823667  0.3197122 ]"
random,l2_norm,7,10.237842773977496,,7.531035163648859,0.7738361694689081,"[-2.25471609 -2.10501869 -1.38374768 -0.97792546 -0.47660159 -2.24585656
  0.31097228 -2.26877719  1.79386156 -1.22058972 -1.14472768 -1.25017399
 -1.45632478 -1.89755412  3.8952544  -0.94541976 -1.59862696 -0.42950851
 -1.74933713  0.41477558]","[-0.34288868 -0.24467986 -0.10269835  0.14556349 -0.07205985 -0.10687764
  0.31038626 -0.16890243  0.32526227 -0.43493648  0.23213688  0.21374992
 -0.02925115  0.02293436  0.72712083 -0.1008741   0.30499909  0.24800967
 -0.14201013  0.32198012]"
random,l2_norm,8,10.466153050589432,,6.634951377542576,0.8400035711562708,"[-0.91512669 -2.67917828 -0.82412674  0.38939991 -2.39599232 -0.88373671
 -2.94499917 -0.31513724 -2.5490525  -1.86999981  0.62182745  4.36455235
 -2.09137586 -0.12473639  4.02483634 -1.6416353  -0.45768951 -0.62253241
 -1.73193613 -1.39045472]","[ 0.09220065  0.01792261  0.18294938  0.44015715  0.22189934  0.02584574
 -0.14548675  0.41328198 -0.13989454  0.07497203  0.46520884  0.67414026
  0.20602253  0.20077435  0.66132148 -0.01832358  0.3437303   0.47177825
  0.14268129  0.33169374]"
random,l2_norm,9,10.04499192713479,11.0,1.743772463518711,0.8612869015157874,"[ 2.22548081  0.8716596   0.3021527  -1.2084006   1.82352174  4.56314325
  0.31370088  1.43475062  2.5630397   1.41559747  1.98963362  0.62608088
  6.0738148   1.75996644 -0.07981777  9.23134703 -0.09984917  4.06042288
  3.33002662  0.91839524]","[ 0.59743025  0.61951837  0.23215395 -0.18089067  0.79185659  0.98200826
  0.06360303  0.56156476  0.69495136  0.59113102  0.55699802  0.02489182
  1.0093929   0.51648399 -0.00876667  1.28481733  0.2007003   0.73623692
  0.87642221  0.74476616]"
