Grouping Function,Evaluation Function,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation
epsilon_greedy,dot_product,9.263470630446358,9.714285714285714,5.25826593146531,0.7906966378314111
epsilon_greedy,l1_norm,9.342189170937916,12.025641025641026,3.916278891262793,0.7900803688484808
epsilon_greedy,l2_norm,9.083818242212788,9.595238095238095,3.104360537618015,0.8276320257695415
interleaved,dot_product,9.248206747657592,9.242424242424242,5.8471690403375725,0.691885609378841
interleaved,l1_norm,9.495660633313365,13.931818181818182,3.5237239522013457,0.7221247894275227
interleaved,l2_norm,9.369426276677897,14.805555555555555,4.102211438588242,0.7556548570858429
random,dot_product,9.507874875258734,8.607142857142858,6.4040180077274895,0.7996637698372513
random,l1_norm,9.601544682825594,13.275,3.695700249689594,0.7980886232444375
random,l2_norm,9.52482182549951,15.439024390243903,3.4623570423471937,0.8366394234245094
