,user,shapley,points
0,0,-0.035815711415711486,8172.0
1,1,-0.07894673219061848,7236.0
2,2,-0.0036690272358991327,8687.0
3,3,-0.029031882075327684,8223.0
4,4,0.018589064203295917,9439.0
5,5,-0.1292937084358293,1109.0
6,6,0.01077695659894034,9126.0
7,7,-0.05590754705188085,7514.0
8,8,-0.043974992855404516,7485.0
9,9,-0.03280841397367442,8009.0
