song_name,song_artist,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,popularity,average
Shape of You,Ed Sheeran,50.6,52.400000000000006,54.29999999999999,15.200000000000003,60.11,9.020000000000007,98.10000000000001,48,48.46625
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,95.56,55.49999999999999,38.39999999999999,15.200107000000006,60.9,4.800000000000004,91.2,53,51.820013374999995
"Happy - From ""Despicable Me 2""",Pharrell Williams,86.8,70.19999999999999,37.3,15.200000000000003,59.88,19.300000000000004,98.8,54,55.185
Uptown Funk (feat. Bruno Mars),Mark Ronson,92.101,49.3,58.60000000000001,15.208149999999998,54.24,9.240000000000004,97.80000000000001,52,53.56114375000001
Billie Jean,Michael Jackson,93.66,42.89999999999999,54.099999999999994,16.73,54.400000000000006,5.010000000000003,89.7,54,51.31249999999999
