Grouping Function,Evaluation Function,Run,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation,Final Points,Shapley Values,Inverted Pearson
random,l2_norm,0,7.582197768835946,9.0,3.790133273233086,0.8229852048175588,"[1.02700524 4.21894306 2.51350849 1.34944295 1.00415062 1.53328707
 3.1774835  1.60229362 4.06371031 0.62055258 0.50915886 0.86612606
 1.24284569 0.44839847 0.59104084 0.83187763 1.24447924 1.14099768
 2.43034904 1.21853001]","[ 0.47574168  1.04328535  0.52423833  0.77410544  0.64820813  0.21206875
  1.01067608  0.45967328  1.05703727  0.16802931 -0.00626455  0.34034404
  0.61827057  0.40343118  0.29769491  0.2987143   0.46318475  0.3832231
  0.89568407  0.65399701]",1.2150886724891758
random,l2_norm,1,8.788927260509094,17.0,4.5134314908746145,0.5993897441082501,"[4.46240505 3.45114689 3.49155716 2.97648578 5.03424108 4.17538039
 3.29866491 3.67703003 4.60493815 3.23394333 3.75835059 2.58034179
 3.37356955 3.49670822 3.34632558 2.919616   2.98073508 2.80652126
 2.6751519  3.03756541]","[0.60793663 0.71324687 0.56984421 0.06649172 0.83026605 0.76763167
 0.21976892 0.54357207 0.74575039 0.34828734 0.28392695 0.02381486
 0.46979121 0.49140807 0.25506168 0.54963274 0.26577766 0.56274397
 0.50156514 0.70697924]",1.6683635478077175
random,l2_norm,2,9.320757951418242,12.0,2.406073249583037,0.7911224171913137,"[ 6.411009    6.71167426  4.93784373  1.41016185  1.73407456  2.26611366
  0.30997301  7.63687155  0.7222876   1.21550573  0.08745551  0.32245505
  1.11883668  1.71997783 -0.26474949  2.69063758  0.72138038  0.60388152
  2.83708002  0.38544453]","[ 1.10604719  1.3389622   1.20560184  0.39007823  0.8155993   1.00444723
 -0.06899397  1.35495612  0.44129718  0.41447373 -0.53998037  0.41552286
  0.78057322  0.61423326  0.16853958  0.79183488  0.20939858  0.57002424
  1.05669851  0.81066285]",1.2640268791146823
random,l2_norm,3,7.3533937880608,8.0,3.0418225029928787,0.7781035095318427,"[0.50700986 2.83462364 2.86336933 0.97958432 1.02213199 2.0345293
 0.43208529 3.85511744 1.21876429 2.94203735 0.08181056 0.30383499
 3.87773235 0.18188428 2.64709354 0.05055647 3.41189519 0.07559213
 1.30875703 1.35321401]","[ 0.39952357  0.95894873  0.7080995   0.24122964  0.63168425  0.69939632
  0.1203599   0.93514891  0.68135719  0.89225355  0.34223868 -0.2387454
  0.77951583  0.56437442  0.87141145 -0.356166    0.87637778 -0.02139679
  0.73642573  0.75161525]",1.2851760565913197
random,l2_norm,4,9.815606735154734,10.0,1.8406159156957047,0.8624074530036617,"[6.29899884 3.81142299 4.61246054 2.4231864  6.39885668 2.14601261
 5.22351821 4.96193847 6.73871058 6.03613511 2.45711144 4.68106457
 5.55355897 5.94438904 2.75573017 8.32805571 4.31179607 4.86809332
 5.58025641 4.74174346]","[ 0.8509359   0.96046308  0.51374587 -0.01317791  0.97445893 -0.12827988
  0.76603699  0.78296925  0.97190644  0.77946734 -0.31566285  0.6820604
  0.82609662  1.0430613  -0.02034825  1.07670998  0.27338535  0.69005108
  0.73157593  0.85465105]",1.159544710005833
random,l2_norm,5,7.4938625190694035,6.0,4.0789555610688755,0.7414111098543011,"[3.90869178 3.79946069 3.85915066 3.01276447 4.01308342 4.2891982
 3.04181971 3.60910656 3.70303097 4.07546779 3.6341446  3.33707697
 3.65787653 4.07174409 3.05296262 4.12742218 3.09640519 3.10325459
 3.78358959 3.72178759]","[ 0.49061123  0.56789365  0.60925489  0.13359768  0.87901414  0.79493783
  0.16496176  0.51201854  0.79717926  0.53526298  0.41535273 -0.0551453
  0.53086226  0.57306613  0.14420007  0.48770568  0.27772344  0.48624315
  0.49198018  0.68677711]",1.348779356970407
random,l2_norm,6,8.521883278784234,,7.430151531888691,0.7025659853509167,"[-0.82740517 -0.50792543 -0.29235291 -0.30526079 -0.50082106 -0.20920232
  0.57502225 -0.05114648 -0.82313448 -1.01113587  0.39936531 -0.10251459
 -1.14880212 -0.33793101  2.12397305 -0.110903    0.47496807 -0.84107177
 -0.23801943  1.09773174]","[-0.34459841 -0.24103425 -0.08240576  0.15463159 -0.07490702 -0.10229543
  0.31910791 -0.17635149  0.31790068 -0.4203774   0.22243168  0.2112076
 -0.02353721  0.01243326  0.71681606 -0.10010661  0.30511666  0.25339151
 -0.15074391  0.31028477]",1.423353849817425
random,l2_norm,7,11.390725659410164,20.0,2.5802917288984344,0.8725683747172951,"[ 5.95639857  8.91353261  6.44619207  2.30461651  2.52816172  4.30772056
  0.47037599  7.71250965  1.18180618  1.93437036  0.33761787  0.42953309
  2.09884656  1.77824189 -0.38322666  4.14067529  1.29061938  1.0217952
  4.33168964  2.71184472]","[ 1.00181594  1.35236167  1.13046639  0.25635737  0.82817311  1.03965415
 -0.00776531  1.40897875  0.41876543  0.46608705 -0.45273574  0.33089607
  0.63808284  0.72527807  0.08279257  0.95406926  0.41849482  0.61609228
  0.97826017  0.69385176]",1.1460419939285464
random,l2_norm,8,9.742046382743247,11.0,2.25055621797678,0.8467801539062435,"[4.26288882 3.15576895 2.4739551  1.71839141 2.9562536  5.18741925
 1.16913945 3.38526589 3.40953883 3.34570148 3.38980783 2.7246946
 6.58796318 2.73725528 2.10590098 8.66161703 2.48525579 5.09856475
 4.14386872 4.33167559]","[ 0.43431942  0.45262118  0.2557722  -0.03358098  0.81731409  0.95817131
  0.06217467  0.55169379  0.64430129  0.51505884  0.67186405  0.00195728
  0.93669974  0.53362762  0.05891739  1.24898043  0.28720364  0.94762326
  0.91190948  0.63864118]",1.1809440684065928
random,l2_norm,9,7.431566335100847,5.0,2.612163318507169,0.8663408556364969,"[3.05004101 2.63728925 3.01629363 2.0996444  5.13505097 3.19140381
 2.72600126 2.89716605 1.92735758 3.48449829 4.74559795 3.87210038
 3.86906015 3.10684965 2.10630994 2.70177125 2.19155088 3.42728745
 2.67020038 5.17833935]","[ 0.41529125  0.33423918  0.38197628 -0.01758899  0.85151239  0.64453632
  0.2185612   0.41802857  0.08191366  0.373979    0.41835654  0.68916091
  0.70092022  0.50726544  0.18404643  0.32811661  0.04578078  0.4867559
  0.3113401   0.93630421]",1.1542800890595242
