Grouping Function,Evaluation Function,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation
epsilon_greedy,dot_product,9.580391785773303,8.678571428571429,6.059949285229607,0.824677368554189
epsilon_greedy,l1_norm,9.037907301099873,9.911111111111111,2.925953791812789,0.794759195149289
epsilon_greedy,l2_norm,8.989193513724214,10.044444444444444,2.802970764287508,0.8396520095907867
interleaved,dot_product,9.436099853164555,9.4,6.80266621125765,0.7133560774758793
interleaved,l1_norm,9.376125182566096,13.0,3.5434945276793304,0.7343335471244363
interleaved,l2_norm,9.52275111250452,14.875,3.6693240681822017,0.7733147808085289
random,dot_product,9.347780009285245,13.666666666666666,6.751221864867553,0.8341456879798979
random,l1_norm,9.118987978600298,10.609756097560975,3.7098453658156183,0.7975950170714412
random,l2_norm,9.019303220529814,11.431818181818182,2.9692093512397837,0.8528455957350961
