Grouping Function,Evaluation Function,Run,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation,Final Points,Shapley Values
random,l2_norm,10,7.942802011319374,16.0,3.774205484155391,0.9221083910050982,"[-1.77324094 -0.87062091 -2.08787164  4.11616538 -1.87561891 -0.96852236
 -1.85985051 -3.21479831 -1.0045804  -1.94491934  2.8892814   0.26604513
 -1.55954623 -1.51049701 -1.59942407  4.11127142 -1.0686827   1.16034216
 -1.90933652 -0.13077578]","[-0.21106225  0.10207036  0.34582628  1.21115186  0.16209742  0.33959388
  0.37021782  0.1491138   0.40633214  0.15647429  0.99399995  0.53265999
  0.20175028  0.28437702  0.29717164  1.22450244  0.31689484  0.802228
  0.12551324  0.30880321]"
random,l2_norm,11,8.606120523212109,48.0,4.7642214642013885,0.832392109306694,"[-0.0956312  -2.92871598 -6.36775394  3.69091085 -0.65789944 -1.62244
  0.51450211 -0.58772191  4.12845561 -2.03352405 -1.98853929 -2.79410738
 -1.27050234 -1.02692191 -0.73520143 -0.43070404 -4.50944866 -1.8056543
 -3.33449336  1.50016389]","[ 0.96130001  0.587114   -0.23520883  1.08293752  0.79230685  0.26283808
  1.02733576  0.68460679  1.05458299  0.31125487 -0.0455193   0.40901166
  0.75812766  0.73001877  0.30313425  0.64341171  0.01558144  0.63568202
  0.4395879   0.98223425]"
random,l2_norm,12,8.897961325837317,9.0,2.8772080730360674,0.901965338468492,"[-0.09119816  4.60247058  3.33009461  0.16665678 -0.1650359   1.45750933
 -1.08580103  5.92101478 -0.16337027  5.02185573  0.01041043 -3.02865868
  5.70334351 -0.39090714  3.86582548 -2.56987573  4.35294884 -1.65826816
  1.0558044   0.79220812]","[ 0.37976137  0.95534496  0.87133423  0.33565687  0.64043068  0.80309374
  0.10505694  1.06426285  0.55951794  0.94026873  0.27962364 -0.2392562
  0.77267796  0.33626933  0.80493736 -0.22488801  0.84837058  0.04960523
  0.62551964  0.66606468]"
random,l2_norm,13,12.363610321971647,,7.442332276395329,0.8868133502192507,"[-4.27052851 -3.41547512 -2.29567374 -1.77145903 -1.70138938 -2.98613496
  0.45574571 -0.81058623  2.21818528 -3.40996418 -0.73857977  1.56919625
 -1.53205408 -1.20407398  5.91760752 -2.34668405 -1.40901984  0.3705245
 -2.80766072  3.45018996]","[-0.33687292 -0.25413577 -0.09941421  0.14011734 -0.06824829 -0.10891203
  0.31718117 -0.16110078  0.33419457 -0.43980855  0.22696801  0.20486123
 -0.014555    0.01539358  0.71871336 -0.08864683  0.29637902  0.24075671
 -0.13907385  0.32316746]"
random,l2_norm,14,8.91871960312934,11.0,3.69430732431655,0.8057534790758715,"[ 1.31923257  4.73711445  3.41855508  2.04565694  0.59092358  1.78169447
  4.59827187  1.55824301  5.37349744 -0.03340568  0.57223827  0.10062543
  1.34387628  0.26652232  1.11124893 -0.05139213  1.8729917   0.87775472
  2.89568467  1.00836293]","[ 0.55912771  1.03145902  0.64262797  0.78648163  0.58535261  0.16159115
  1.07566107  0.58831818  1.02879339  0.12965977 -0.0057442   0.41399034
  0.63639825  0.32889476  0.21049385  0.39792641  0.39936456  0.31784405
  0.81929662  0.61380587]"
random,l2_norm,15,10.267602402032937,13.0,2.3067458696284735,0.9007955489017907,"[  4.39287005   6.98267094   5.38113386  -2.1141033   -1.26898918
   0.28406092  -6.47218628   5.15366824  -4.47881527  -2.93060178
 -10.59254093  -5.55033151  -2.57643344  -2.00801495  -2.19234784
  -0.21188646  -5.26154034  -0.89803872   0.53223959  -4.39981418]","[ 1.09613672  1.43013712  1.16174275  0.50229529  0.86691302  1.01452279
 -0.18767529  1.33489234  0.53950182  0.37564384 -0.50200947  0.30857547
  0.81944032  0.72095205  0.05649877  0.94285323  0.22287245  0.53373475
  0.98052195  0.66242674]"
random,l2_norm,16,11.034976227877838,14.0,2.373996622074985,0.796762095604563,"[-0.76531715 -1.05493991 -1.55732896 -2.88277964 -1.23849767  6.10949291
 -4.78158398 -0.04442648 -3.34967734  2.7986441   1.66422808 -2.27039177
  1.38664258 -3.85649676 10.27596426 -3.09519087 -0.8512405   3.95346035
  2.50393427 -0.11889241]","[ 0.49387424  0.55183856  0.32817259 -0.08440889  0.62531977  1.04747987
 -0.06535196  0.70840342  0.55901797  0.71666655  0.66811216 -0.2155117
  1.08488035  0.51436334  1.28112715  0.07207575  0.34301704  0.8744707
  0.97133508  0.84775357]"
random,l2_norm,17,9.139177792763181,,5.030192172065255,0.8748245314187155,"[-1.28108505 -0.80861908  0.96079664 -1.88763489 -1.91003844  0.63496694
  0.68670069 -1.00014191 -0.30668653  1.90754866 -1.57544116 -1.21121865
 -0.68063152 -1.81961352  4.27830326 -0.81507534  4.65390477 -0.44937025
  0.85106906 -0.96270185]","[-0.21219145  0.44663914  0.55946774 -0.07514635  0.17268938  0.50252531
  0.33789251  0.2770384   0.33007444  0.75361014  0.33586758  0.22381373
  0.20509458  0.12629102  0.89723884  0.03329611  1.15458067  0.56007972
  0.34390939  0.16039576]"
random,l2_norm,18,8.304653778306145,5.0,0.7774993661586282,0.7463806225637057,"[ 1.16104057 -0.07080736  0.76894885  1.9412507   1.15211768  1.71880841
  4.40463923  0.7511857   0.31263206  1.29762592  4.47593072  1.27853422
  4.44800394 -0.09696491  4.55929977  3.79153442  6.68645554  5.61834394
  1.0167624   1.69017568]","[0.27831522 0.36277056 0.20135715 0.55010238 0.50752245 0.75327474
 0.4950695  0.18062301 0.6344776  0.35597335 0.87527746 0.369733
 0.86177816 0.4107041  0.83970049 0.6566457  0.87686727 0.80457662
 0.56529022 0.66971835]"
random,l2_norm,19,10.22204231246444,12.0,2.4091631243720455,0.8941863011147806,"[ 0.32473549  0.0596496  -2.86718657 -3.396061   -1.03949007  4.97733122
 -2.48665793 -0.71632012 -2.14425691  3.12881968  2.60065501 -3.65118939
  2.13641269 -1.14334758  7.71203073 -2.47950889 -1.37740622  4.12868849
  2.64579116 -0.57676731]","[ 0.62124565  0.66226795  0.40483867 -0.14013309  0.5797068   1.10725758
 -0.0382152   0.56247219  0.57895954  0.75750533  0.76669181 -0.19004444
  0.76481149  0.48079952  1.26197068  0.08734381  0.31508474  1.02726629
  0.96553791  0.74726833]"
random,l2_norm,20,9.442000226590025,7.0,0.8633545059057135,0.8809049614770716,"[0.69547908 0.59686253 0.23908266 2.51709823 1.31112061 2.13522107
 5.20950699 0.63597833 0.93645357 0.51084187 5.41971183 1.4705243
 5.99639648 0.71766274 4.89701175 4.21287608 8.75259537 6.53224372
 1.60209081 3.01595391]","[0.17290239 0.33253852 0.31656608 0.48998251 0.34689223 0.61132715
 0.47026108 0.28539258 0.5862442  0.32334522 0.97668417 0.34619163
 0.9052259  0.40480866 0.86552899 0.68306076 1.01778401 0.89550871
 0.51289843 0.7066341 ]"
random,l2_norm,21,8.487611383257722,6.0,1.9810879191797042,0.7978109977352609,"[5.79604042 2.99754581 2.80215683 1.22453457 3.72051424 3.77617675
 2.65101213 3.92857923 6.29802283 3.46656653 2.800493   5.35541911
 4.37943191 2.95411153 3.13824588 1.95055281 3.73247457 1.44231273
 3.23405351 3.62805436]","[ 0.68414834  0.4926693   0.35879906 -0.21409667  0.72631282  0.82290796
  0.18329112  0.67847005  0.9816871   0.46591552  0.49049578  0.51097921
  0.77615692  0.57966565  0.58645541  0.17610308  0.77826911  0.04990334
  0.62385817  0.58698747]"
random,l2_norm,22,8.108023443615805,6.0,1.1258148490381665,0.832021511064402,"[ 1.01680549  3.99203416  0.60036804  1.04097127  0.1183573  -3.56731868
  7.30337399 -1.1993134   7.20691123 -2.86567306 -1.99501424 -2.3637971
 -2.68665587 -2.33903314 -2.17416919 -2.52187408 -1.77590002 -2.02850154
  1.14330293 -1.58060074]","[ 0.98069346  1.16406364  0.37555631  0.87997537  0.86028956 -0.1130552
  1.41879559  0.47809052  1.51864739  0.29629098 -0.30443617  0.25059947
  0.65527775  0.55305131 -0.01237404  0.64843275  0.25969199  0.4054621
  1.0207758   0.67540501]"
random,l2_norm,23,8.532193213220804,8.0,1.7076336422309586,0.8837374211738455,"[ 3.38892046  7.19549964  2.6310772  -2.61855678  0.56767576  0.22423676
 -3.59403627 -1.29111886  6.3258454  -1.62785397 -2.67310503 -1.4150959
 -2.06247958 -1.63441583 -3.15359904  0.33858758 -2.41723392 -2.57540567
  3.79856917  2.41831682]","[ 0.90588265  1.40663214  0.96957856  0.3323447   0.76456777  0.90253575
 -0.2854805   0.65493956  1.18660945  0.28130735 -0.18940094  0.35200635
  0.69230932  0.50220748  0.04476019  0.66192275 -0.05035614  0.35605572
  0.98110563  0.85256721]"
random,l2_norm,24,8.976502720885435,9.0,1.1839475515167541,0.8090148210909074,"[ 0.14407605  3.699359    1.44972745  0.06197353  0.09625169 -3.77427346
  7.99030583 -0.6540402   8.29588225 -1.73023659 -4.55660735 -2.25150274
  1.03088393 -4.74395247 -4.07075872 -1.90059727 -2.41852203 -3.43793432
  2.82819707 -1.56238589]","[ 0.95132769  1.14721689  0.46803766  0.86304474  0.89874806 -0.21130582
  1.4272518   0.62608607  1.20735532  0.37639239 -0.45617899  0.25460052
  0.69041586  0.62849021  0.0794571   0.54856052  0.17251534  0.41934736
  1.08457436  0.83529651]"
random,l2_norm,25,8.661124567412973,8.0,3.0413569793580653,0.9105510780701798,"[-0.49211798 -1.33506081 -0.40008692 -1.01103634 -0.12237047  0.68697276
  5.2402636  -0.82629554  1.81789584 -1.17412627 -0.47197165  0.58418164
  0.50782391  5.34539239 -0.93558474  2.75517345 -1.25265964  1.60568597
  4.19361806  2.85907813]","[ 0.09196628  0.14855378  0.1998375  -0.02879999  0.38559366  0.55033954
  0.78371246  0.23702505  0.73118571  0.03468094  0.28944814  0.282665
  0.32283813  0.85759685  0.07064226  0.68631215  0.11452291  0.69556256
  0.71210577  0.69855787]"
random,l2_norm,26,9.482509050396208,10.0,2.27935866607825,0.8982905923081159,"[ 0.76112648 -1.24074271 -1.28584898 -2.05543595 -1.35545248  5.61820913
 -3.33861243  0.02282502 -0.69314916  1.57530599  1.87718915 -2.62603768
  1.57977755 -1.04393465  7.50031512 -4.10088429 -0.0759836   2.87948557
  2.94106931  0.52809637]","[ 0.55169112  0.66956007  0.37774989  0.03838982  0.59026088  1.02353199
 -0.17014314  0.58298086  0.48293419  0.76415423  0.72611887 -0.03020995
  0.86418638  0.52866828  1.26372148 -0.01260384  0.33944444  1.0340374
  0.90323212  0.79493044]"
random,l2_norm,27,10.849377246609365,11.0,1.1414142432243157,0.7933014214751491,"[ 3.54561887  4.58856635  2.67174731  1.48940838 -0.72208612 -2.089508
 10.6871947  -0.59614395 10.98713071 -1.32432536 -1.66905262 -1.50783625
 -0.82081044 -2.03543947 -2.96931465 -1.13336956 -3.71276417 -2.41652743
  2.85276525 -0.82049816]","[ 0.96832805  1.13782331  0.45175826  0.84451645  0.85250038 -0.35182784
  1.46240396  0.61733614  1.41848532  0.43572347 -0.38908001  0.26573089
  0.69756519  0.54374952  0.15720208  0.65225554  0.23031274  0.43985641
  1.02914014  0.54745361]"
random,l2_norm,28,10.187750797317516,8.0,0.877834672457101,0.8212168265193621,"[1.68915461 1.69179873 2.15298641 3.52550789 2.13647861 3.66723801
 5.83148432 1.85102261 2.20434715 1.89397488 5.7145016  3.34085905
 6.80464841 1.8883833  6.03156687 6.22083199 9.34627615 7.66347939
 2.87208501 3.64617167]","[0.19297292 0.21875403 0.26956779 0.49812777 0.42348625 0.72031673
 0.62986748 0.27819327 0.68198622 0.22888583 0.88390922 0.20554313
 0.93113507 0.39169133 0.89612165 0.73507453 0.95038778 0.79711608
 0.68180928 0.63483096]"
random,l2_norm,29,6.683280129793841,3.0,2.2242576558414178,0.7774710296413448,"[ 0.53778505  0.87723485  0.62342533  0.82138895  4.21937204  1.98964615
  0.97563204  0.10144756 -0.48642357  2.21066148  2.69093469  2.98942322
  3.62149477  0.76702257  0.36236845  0.32829542  1.19038645  1.33833953
  0.88523207  4.5247602 ]","[ 0.33335213  0.30967138  0.35099785 -0.03817134  0.79362844  0.62407419
  0.25260392  0.39719468  0.18376526  0.45000241  0.39719284  0.68843484
  0.65060974  0.5565824   0.16411768  0.34747132  0.09022083  0.44758755
  0.43298532  0.87817458]"
random,l2_norm,30,12.408193176571865,,5.250826598635616,0.9325074024219919,"[-4.32847633  2.38057777  2.47170272 -5.14013587 -1.49808078  1.77055389
 -0.04774001 -2.00872062 -0.77387313  2.94649132 -1.62132105 -2.77464915
 -1.84913997 -2.01744225  5.68366618 -4.22494298  8.84649664 -0.70573909
  0.22799681 -2.16530247]","[-0.15993489  0.43768671  0.50824656 -0.04881413  0.21314482  0.47617728
  0.30294394  0.25452461  0.22271233  0.6994283   0.37574143  0.2186083
  0.21301458  0.07768607  1.03150602  0.10496248  1.14705338  0.62593915
  0.28787347  0.14466627]"
random,l2_norm,31,11.818228549905639,,7.619103905522367,0.9223378112135299,"[-4.79312229 -3.03791545 -2.58715944 -1.80519312 -2.53781916 -2.36370558
  1.09822267 -2.48605359  0.73117298 -3.44120369 -1.50467152 -0.52928487
 -3.0483106  -1.11326419  5.53318817 -2.81258149 -0.56530711  0.04279704
 -1.85770037  0.95656354]","[-0.34187643 -0.25062078 -0.10268366  0.14797084 -0.07401392 -0.10699384
  0.30663735 -0.17333655  0.32839847 -0.42172859  0.23271857  0.21061341
 -0.01258413  0.02021246  0.73578012 -0.11432001  0.30293332  0.25168347
 -0.15316949  0.32134363]"
random,l2_norm,32,11.32368086523538,27.0,3.7301749307322005,0.9319191253511099,"[-0.86792563 -0.4964151  -1.01219938  5.66149768 -1.89013078 -1.15111507
  4.49418503 -2.08425369 -1.21313511 -2.75370812  0.74372897  6.0797741
 -2.99355299 -0.61226314 -1.15808759 -1.06420272  7.18381313 -0.60317845
 -2.66862141 -0.39319623]","[ 0.13908116  0.13304737  0.19459036  1.01559939  0.19154987  0.12464253
  0.70345094  0.03945737  0.31219319 -0.06110995  0.68394477  0.9628666
  0.15057226  0.24047964  0.19040475  0.03713865  1.09961613  0.55745856
 -0.10761754  0.37657486]"
random,l2_norm,33,9.741855046193312,56.0,4.760103757329058,0.7314581422282393,"[ 0.72112629 -0.21298907 -4.03422824  5.01512819  0.33554456  0.03803747
  1.61210624 -0.54371816  5.23658808 -1.3311736  -1.47204899 -0.02235708
 -0.41930949  0.04554323 -0.77730588  0.51515568 -0.8470215  -0.74713284
 -0.81100674  1.89107824]","[ 0.88923764  0.63051569 -0.08896211  1.01294539  0.99326828  0.20305833
  0.91773981  0.60389167  1.00506716  0.4038115  -0.18364556  0.41595449
  0.79630556  0.80153048  0.34755603  0.70041639  0.01195595  0.4734219
  0.60810477  0.85816503]"
random,l2_norm,34,7.748799723658677,7.0,2.342444100624473,0.8986221417166202,"[-2.37806836 -2.51679993 -2.04903213 -4.69404685 -2.24954179  3.62503839
 -7.05962223 -2.11439951 -3.05028369  0.06917306 -0.22847369 -5.12086383
 -0.6623812  -3.71649692  5.95320457 -5.1711048  -2.72410487  2.07345518
  0.61837817 -3.16314693]","[ 0.58892221  0.70112496  0.28922039 -0.05407549  0.55878216  1.09265844
 -0.07389859  0.69634998  0.41361782  0.7094292   0.83192122 -0.16001603
  0.91889322  0.49342251  1.30255233  0.08660548  0.30473582  1.01307146
  0.87920165  0.73011682]"
random,l2_norm,35,7.039574529464029,4.0,0.7421354111977907,0.8858259353060081,"[ 0.53980574 -1.27855749 -0.63586448  0.95704484  0.26824524  1.11567989
  2.66343647 -0.83612639 -0.18761324 -1.29095624  3.50757509 -0.03493849
  3.64716059 -0.89132158  3.56171432  2.51356429  5.1019885   4.12361184
  0.57003112  1.30535139]","[0.28228343 0.28166611 0.24594542 0.51620183 0.47216902 0.52186178
 0.54162404 0.22117744 0.65252548 0.33694073 0.99384625 0.32314067
 0.90365963 0.29670852 0.92323644 0.68475218 0.87518526 0.87075323
 0.59454063 0.71155923]"
random,l2_norm,36,9.933219416843139,23.0,3.7590973498103266,0.8873191957827501,"[-2.41551218 -2.13376874 -2.41819467  5.09931379 -2.20332975 -0.73862894
  3.63479583 -2.8630065  -1.9284934  -1.35509309 -0.47288059  5.53902312
 -4.92102434 -2.88183941 -3.18648826 -2.68953149  6.2676248  -0.50910246
 -2.75139997 -2.90131619]","[ 0.1772713   0.16625952  0.22611002  0.92924967  0.17907526  0.18780497
  0.64120636  0.04025414  0.38373536 -0.09319621  0.63506209  0.99091025
  0.10962435  0.19034654  0.19487331  0.1106308   1.07860375  0.64296541
 -0.09277335  0.28592737]"
random,l2_norm,37,10.0044080729855,19.0,3.7081995663312917,0.9182625870459228,"[ 0.86117619 -1.60472131 -1.43869781  5.02535926 -0.5714916  -1.11108475
  4.35451631 -3.14868042 -0.53320816 -1.6930832   1.19078146  5.08853555
 -1.06407957 -2.28867739 -0.69126364 -1.1336356   6.16784272  0.72631841
 -1.83578213 -1.6144078 ]","[ 0.16294273  0.10966555  0.19321263  0.94028816  0.22224686  0.15713648
  0.78416232 -0.00509017  0.33134289 -0.01223883  0.64909285  1.01154781
  0.14402751  0.28670418  0.11972167  0.02282175  1.04691288  0.65251879
 -0.14367399  0.31059885]"
random,l2_norm,38,5.421200369568868,1.0,0.774125719142454,0.7953901140113174,"[-0.5289498  -0.78199098 -0.61871154  0.5305394  -0.53861053 -0.06817138
  2.33575098 -0.47663335 -1.18181634  0.18339438  2.58864705  0.10216299
  2.54421661 -0.21288708  2.4614539   0.32453399  4.11086132  3.00285453
  0.32458373  0.1796102 ]","[0.13497997 0.21809878 0.20098699 0.61813251 0.38771821 0.69632119
 0.51215882 0.2323096  0.59218228 0.23345879 0.90981517 0.37168736
 0.97688842 0.37469918 1.0359553  0.66165074 0.99339909 0.88207857
 0.54576915 0.67148722]"
random,l2_norm,39,8.978421057931623,9.0,3.047864671373441,0.9397476243566336,"[-0.07059401  0.35033194  0.30243938 -0.50096048  1.3232759   1.73356373
  5.49276903  0.22339992  1.92794182 -0.46873146  0.97601931  0.94515592
  0.71057346  4.89690927 -0.54847831  3.91154239 -0.6925131   2.73143062
  4.13978331  3.52292689]","[ 0.04473008  0.19631085  0.12603497 -0.01968944  0.40275058  0.57220878
  0.82609576  0.18928478  0.75022898  0.1210002   0.34762902  0.23331273
  0.33954659  0.89744066  0.00286641  0.69907803  0.04627411  0.69863361
  0.73042338  0.66018649]"
random,l2_norm,40,10.634605146597394,14.0,2.2581089856095566,0.8238750706241307,"[ 0.18590519 -0.94647314 -0.48948866 -1.58182808 -1.27429636  5.68475843
 -3.38331774  0.3644516  -0.41713045  3.57104632  1.84272057 -1.73492496
  1.36152301 -0.87408983  9.5360511  -2.78421737 -0.36506888  3.79881945
  3.92130624 -0.3487014 ]","[ 0.6849644   0.66472123  0.42012705 -0.01661149  0.61876183  0.96346637
 -0.11013541  0.67169139  0.62913543  0.78642682  0.73367199  0.06492661
  0.73565108  0.47164995  1.18145004  0.03760129  0.24237202  0.9428098
  0.80642918  0.79352596]"
random,l2_norm,41,8.126553053734158,6.0,1.799012399795854,0.8118993705834394,"[5.51352153 1.35945103 0.86139547 0.01222009 2.64872099 3.25677794
 1.165586   3.21517571 5.74313963 1.78010391 1.19062446 4.37698282
 4.83806374 1.53878754 2.34379418 0.68968667 3.71768637 0.2302723
 3.08006018 2.85255505]","[ 0.75023465  0.47135982  0.37069579 -0.13618966  0.84868063  0.73184786
  0.15806492  0.64425131  0.94107494  0.52022324  0.4091831   0.47482623
  0.80325428  0.62607225  0.55478815  0.25703481  0.67764598 -0.01286799
  0.65466965  0.5941288 ]"
random,l2_norm,42,6.216454488924984,2.0,2.1722375664115776,0.7449443168294129,"[-0.85360788 -0.51889239 -0.70600151 -0.44287405  4.29390106  0.35578225
  0.51476493  0.76196695 -1.12521985  0.30666814  2.10138811  2.45733197
  2.70011412 -0.80930795 -0.67304667 -1.6848165  -1.00445124 -0.56410881
 -0.29861669  3.77924698]","[ 0.30962051  0.44134769  0.35125794 -0.04320129  0.73383234  0.58637134
  0.22349853  0.41509535  0.16573641  0.36770272  0.42996178  0.70462354
  0.71087892  0.51482328  0.17524749  0.3477876   0.07441769  0.52492471
  0.38642499  0.89014448]"
random,l2_norm,43,9.220582020488616,11.0,3.8530416706963635,0.9087698554323302,"[1.65531525 1.45631464 0.79598769 4.03933748 1.34390171 3.355933
 0.19647294 1.44976297 2.01971136 0.84587188 2.56994684 1.75442206
 1.74277928 3.76603167 2.80725968 4.28245944 6.18619103 4.15389835
 1.42820016 1.98603181]","[ 0.10760084  0.23028224  0.00555913  0.70378153  0.29006775  0.583431
 -0.13053672  0.38092353  0.51452251  0.20990404  0.35971472  0.36856662
  0.48518302  0.60631685  0.71347053  0.67443435  1.06139754  0.89095748
  0.40943678  0.45738029]"
random,l2_norm,44,7.895209408455016,6.0,2.1872549820538416,0.8145765294013699,"[-0.0777036   1.39317662  1.59699872  0.47915018  5.70700233  2.55554417
  1.46177308  1.30753242 -0.1297389   2.60873473  4.05931952  4.5890587
  4.33558162  1.76461985  0.04538846 -0.12938989  0.95002255  1.34887546
  0.73102072  5.7651397 ]","[ 0.3580579   0.36620821  0.44231386 -0.03801377  0.85429156  0.60689957
  0.19379271  0.43270263  0.18677097  0.38972337  0.42126856  0.68531208
  0.61637144  0.47090804  0.14334991  0.31396157  0.13037799  0.45381197
  0.48076941  0.80161804]"
