,user,shapley,points
0,0,0.01450825727302273,10853.0
1,1,-0.02894862053727387,8354.0
2,2,0.07278792499204023,13513.0
3,3,0.010609874126145075,10623.0
4,4,-0.0014712107585388256,9981.0
5,5,-0.0999261383912781,4408.0
6,6,0.08995008231680476,14812.0
7,7,0.005716334771508722,10334.0
8,8,-0.06730933466907256,7942.0
9,9,-0.012509938004456024,9180.0
