,user,shapley,points
0,0,-0.025776052882454544,4818.0
1,1,0.01482171753978868,5269.0
2,2,-0.09993304388408004,3771.0
3,3,0.004878717988536748,5237.0
4,4,0.03742536287393244,5584.0
5,5,0.13048283743904257,6937.0
6,6,-0.16016438902271138,2496.0
7,7,-0.06010891855628467,3828.0
8,8,0.14754524635453176,7333.0
9,9,-0.027396788725129663,4727.0
