Grouping Function,Evaluation Function,Run,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation,Incorrect Candidate Selection (%)
random,cosine_similarity,37,10.528409004448793,11.0,2.920707249846399,0.7083430978691097,8.0
random,cosine_similarity,38,10.059650469974251,29.0,4.66112347183065,0.9267854499548105,8.0
random,cosine_similarity,39,12.016209341113312,,6.095218764510453,0.9307671109024982,7.000000000000001
random,cosine_similarity,40,11.265533789743232,24.0,4.675843549734933,0.9421814371493705,8.0
random,cosine_similarity,41,11.998394630667468,84.0,5.226951674735976,0.8458396053979833,11.0
random,cosine_similarity,42,9.723370796336198,26.0,4.0913660200575865,0.8606558494376361,6.0
random,cosine_similarity,43,12.431192364950688,21.0,4.085149721945229,0.7670612777236385,12.0
random,cosine_similarity,44,12.025434929681715,16.0,3.4179690658155804,0.9521056237604397,7.000000000000001
random,cosine_similarity,45,12.693450023599334,48.0,4.3780446967600675,0.8219985385477895,8.0
random,cosine_similarity,46,9.034686145975554,11.0,3.2883049999514404,0.8996566279823734,5.0
random,cosine_similarity,47,12.475011028589968,40.0,4.509021697343898,0.8110839124759835,8.0
random,cosine_similarity,48,11.266058072393712,14.0,2.446150532816503,0.8057450143747551,8.0
random,cosine_similarity,49,9.575700467847742,37.0,3.966449051447511,0.6233513883764201,9.0
simulated_annealing,l2_norm,0,11.186873626169136,29.0,5.019251445792697,0.5290053152270418,9.0
simulated_annealing,l2_norm,1,10.202279318099379,12.0,2.829234487109521,0.6738950718788798,3.0
simulated_annealing,l2_norm,2,12.917354619052873,,6.823375689645817,0.6705699143081633,9.0
simulated_annealing,l2_norm,3,12.735051663590967,22.0,3.865921206804946,0.7048328892125191,5.0
simulated_annealing,l2_norm,4,10.964000113312448,13.0,2.5384015907298028,0.8928362660969517,1.0
simulated_annealing,l2_norm,5,9.017253764701714,9.0,2.0461232982194444,0.8333739559757982,1.0
simulated_annealing,l2_norm,6,9.671020910960205,32.0,4.344481416798027,0.5518699500184614,5.0
simulated_annealing,l2_norm,7,10.48224548370589,51.0,4.492455225127077,0.6656481422378566,12.0
simulated_annealing,l2_norm,8,10.366353163745393,17.0,3.1355034586725044,0.630361384657358,7.000000000000001
simulated_annealing,l2_norm,9,11.147453216854883,20.0,5.006049335534288,0.7995344673971114,13.0
simulated_annealing,l2_norm,10,10.004436771987,10.0,2.397934123518418,0.8542678509832029,6.0
simulated_annealing,l2_norm,11,10.524628139178601,14.0,4.037447744831777,0.5664734243701742,11.0
simulated_annealing,l2_norm,12,10.790881449296764,20.0,4.025332196532457,0.9059259095261736,10.0
simulated_annealing,l2_norm,13,10.453971200477795,,6.675987428497377,0.7586024406657375,12.0
simulated_annealing,l2_norm,14,10.283322167200545,14.0,3.033236146785209,0.945420893940795,3.0
simulated_annealing,l2_norm,15,11.453318019361038,,6.924725153943044,0.822818196268036,7.000000000000001
simulated_annealing,l2_norm,16,9.104235960363422,7.0,2.246829965043013,0.7636181293194995,11.0
simulated_annealing,l2_norm,17,8.914684159326267,12.0,4.4065859444555215,0.7885001764836622,8.0
simulated_annealing,l2_norm,18,11.315986554570202,,5.934183934456245,0.7239333347442918,10.0
simulated_annealing,l2_norm,19,9.197651213012689,12.0,4.391998509267655,0.6610212832124872,12.0
simulated_annealing,l2_norm,20,11.105478629542244,78.0,4.654673714131999,0.6691918537052071,9.0
simulated_annealing,l2_norm,21,11.103475094342564,29.0,4.408973661739386,0.927026066215768,3.0
simulated_annealing,l2_norm,22,11.06754032221343,13.0,2.8916988168134505,0.8821937949494286,8.0
simulated_annealing,l2_norm,23,9.861284364827078,20.0,3.562097600966667,0.9056320932119372,5.0
simulated_annealing,l2_norm,24,12.031843109215654,,5.348429746971294,0.6429393403378258,4.0
simulated_annealing,l2_norm,25,12.581867894251806,25.0,3.8106161288889187,0.7749119415667773,4.0
simulated_annealing,l2_norm,26,9.239056981819656,12.0,3.286287475426911,0.9837368747822512,3.0
simulated_annealing,l2_norm,27,12.81740874966185,,5.4823325536117515,0.8573103706106722,6.0
simulated_annealing,l2_norm,28,6.331023617367814,7.0,3.2025373399282553,0.9357050622669341,3.0
simulated_annealing,l2_norm,29,10.532813805912358,12.0,3.6057129213677204,0.8292408141401186,4.0
simulated_annealing,l2_norm,30,11.969092551113926,17.0,3.1998303601293174,0.8589178022026854,1.0
simulated_annealing,l2_norm,31,9.083352470068453,13.0,3.402522989015808,0.872329675067143,4.0
simulated_annealing,l2_norm,32,8.719372526819384,7.0,2.2997714440398798,0.696336994521684,10.0
simulated_annealing,l2_norm,33,10.65236505821901,99.0,4.96970971173456,0.8876897046130816,2.0
simulated_annealing,l2_norm,34,9.308803138035952,28.0,4.825520473645922,0.8531439509480987,8.0
simulated_annealing,l2_norm,35,12.347162372008677,17.0,3.2968546046364797,0.8098251551946687,5.0
simulated_annealing,l2_norm,36,4.994742853737839,0.0,2.901508033179452,0.8899301500586738,0.0
simulated_annealing,l2_norm,37,11.360660106804282,,6.540428505409498,0.8579759919648932,6.0
simulated_annealing,l2_norm,38,10.09431492387705,31.0,4.578304744164113,0.6644777647488143,6.0
simulated_annealing,l2_norm,39,10.110204197136051,8.0,2.786836262176517,0.7297684800131192,8.0
simulated_annealing,l2_norm,40,10.9818164409865,14.0,3.4088351264650085,0.728808645496747,8.0
simulated_annealing,l2_norm,41,10.255161377844212,13.0,2.8135356443366177,0.8324968201054389,10.0
simulated_annealing,l2_norm,42,7.950391562021844,7.0,2.2327681398725656,0.8291221769349578,3.0
simulated_annealing,l2_norm,43,7.984682543151812,9.0,3.8127183797199735,0.7564816265461777,5.0
simulated_annealing,l2_norm,44,9.886145767464614,11.0,3.4490801539056357,0.896052399820856,3.0
simulated_annealing,l2_norm,45,8.734036725698065,8.0,2.476260335114241,0.7463192422757706,6.0
simulated_annealing,l2_norm,46,9.57737773744225,66.0,5.128917150828532,0.8956428111897763,5.0
simulated_annealing,l2_norm,47,9.0117322989306,21.0,4.9597602016246105,0.7940573553083494,7.000000000000001
simulated_annealing,l2_norm,48,9.843605067117734,,7.372302236187224,0.8051116136739178,8.0
simulated_annealing,l2_norm,49,10.233277973434516,17.0,3.365511951746298,0.7316293764632369,5.0
simulated_annealing,dot_product,0,9.905227020001984,,7.887604635972698,0.5874428448771549,8.0
simulated_annealing,dot_product,1,14.157540136833857,,6.726485266584448,0.6787286374804693,4.0
simulated_annealing,dot_product,2,11.244089201798207,63.0,4.788029925029962,0.5834730254583582,5.0
simulated_annealing,dot_product,3,10.42779280271682,11.0,4.457264232672359,0.7602374119674498,9.0
simulated_annealing,dot_product,4,9.569578777699387,13.0,4.4773393668812425,0.6247825572906145,8.0
simulated_annealing,dot_product,5,11.302502659445551,26.0,4.233284758172194,0.6312635411594256,4.0
simulated_annealing,dot_product,6,8.525259432939617,8.0,4.409102600209502,0.717104099626664,12.0
simulated_annealing,dot_product,7,13.011445500827541,,6.883868716467539,0.7421283599202725,5.0
simulated_annealing,dot_product,8,13.967295402252676,,5.495121747727404,0.7549482653210525,10.0
simulated_annealing,dot_product,9,11.392188043115372,83.0,4.709173114121436,0.6773102357969145,8.0
simulated_annealing,dot_product,10,9.944545551514757,11.0,3.829344949877415,0.7952268189072557,11.0
simulated_annealing,dot_product,11,9.812920321678456,12.0,3.582419433609405,0.7401628987512849,10.0
simulated_annealing,dot_product,12,12.965504143092717,47.0,4.373677321598648,0.7174449560774745,13.0
simulated_annealing,dot_product,13,10.312235429953951,56.0,4.495936832601286,0.5069429463386338,10.0
simulated_annealing,dot_product,14,11.371018446827915,,11.501902245080107,0.6056096897716706,12.0
simulated_annealing,dot_product,15,10.413947961702064,,7.049432355363865,0.7666119666447091,6.0
simulated_annealing,dot_product,16,9.607048830262876,14.0,4.44387696284072,0.667485738827842,6.0
simulated_annealing,dot_product,17,7.97317838997219,10.0,5.535505016038279,0.8056919654684713,4.0
simulated_annealing,dot_product,18,12.16991405626954,,8.097727396139373,0.675592133030193,5.0
simulated_annealing,dot_product,19,9.078832040241679,,8.614121348030759,0.7022942946858078,4.0
simulated_annealing,dot_product,20,11.257093814312874,,5.815587957066006,0.5954272586423862,5.0
simulated_annealing,dot_product,21,9.014609908380457,9.0,5.37942768019704,0.6350576801095773,6.0
simulated_annealing,dot_product,22,7.143497720689915,7.0,5.745692196756305,0.8109483924534068,12.0
simulated_annealing,dot_product,23,11.188193502893013,24.0,4.391305685993539,0.5800558635706273,14.000000000000002
simulated_annealing,dot_product,24,12.6116187145866,26.0,4.526735550287304,0.39104437618518023,8.0
simulated_annealing,dot_product,25,11.788217671580945,19.0,3.4235262968315894,0.7458322041198604,7.000000000000001
simulated_annealing,dot_product,26,10.85715435848891,,5.919755961674111,0.5766603535691097,7.000000000000001
simulated_annealing,dot_product,27,7.835950258808191,,6.44182453386933,0.8499847556096256,13.0
simulated_annealing,dot_product,28,12.831429954272267,,7.065754735399158,0.9193356205255687,10.0
simulated_annealing,dot_product,29,12.734194511191937,21.0,4.253334115189912,0.7808605884892262,9.0
simulated_annealing,dot_product,30,10.931690597030936,15.0,3.556035734542932,0.545960263329338,9.0
simulated_annealing,dot_product,31,8.423979872000675,12.0,4.19294455933602,0.7142349154860147,7.000000000000001
simulated_annealing,dot_product,32,9.999714070212695,28.0,4.861358306704481,0.6996054362387436,3.0
simulated_annealing,dot_product,33,10.421671395739217,19.0,4.592613686596781,0.7149411514757571,11.0
simulated_annealing,dot_product,34,8.00510173753269,9.0,3.723331544317441,0.7075121205035365,2.0
simulated_annealing,dot_product,35,8.290818692136542,,7.428343019948931,0.5921527136355055,12.0
simulated_annealing,dot_product,36,8.232297155955361,,5.531250807941736,0.7199400070332896,7.000000000000001
simulated_annealing,dot_product,37,13.100896232197496,,5.4354506149610025,0.8670601297562966,1.0
simulated_annealing,dot_product,38,7.9830195285772305,16.0,4.9017904932592975,0.852503004742831,13.0
simulated_annealing,dot_product,39,9.944159320590856,,6.680378453256282,0.7271728646320049,5.0
simulated_annealing,dot_product,40,8.749829812368741,23.0,4.288260254685211,0.7334979357233661,7.000000000000001
simulated_annealing,dot_product,41,8.709672761957409,,8.229566604390394,0.6896277306205479,0.0
simulated_annealing,dot_product,42,10.211479518032677,11.0,4.0727661719958705,0.7621389757675803,6.0
simulated_annealing,dot_product,43,12.488112384536981,44.0,4.239937832627604,0.6795017892101038,10.0
simulated_annealing,dot_product,44,12.60764905455749,34.0,5.704816369464086,0.2779862794254842,11.0
simulated_annealing,dot_product,45,11.262282672747794,,5.810595277467162,0.6977171924402382,12.0
simulated_annealing,dot_product,46,8.500160989460054,,5.710061567551676,0.42803279392655336,8.0
simulated_annealing,dot_product,47,12.652778983101724,,11.649158876385656,0.612485526142357,8.0
simulated_annealing,dot_product,48,11.814310174042046,,5.521755535356635,0.638391263735925,4.0
simulated_annealing,dot_product,49,14.312545580539854,,6.727931292465262,0.6438690194896879,2.0
simulated_annealing,cosine_similarity,0,10.005206560966313,34.0,3.875595563164807,0.8813978477830178,3.0
simulated_annealing,cosine_similarity,1,10.519656617751476,,5.7469356181914115,0.9234781567824659,4.0
simulated_annealing,cosine_similarity,2,12.067949937210983,,5.3356469554983175,0.8957161445708823,4.0
simulated_annealing,cosine_similarity,3,11.72087896790875,58.0,5.404490269841142,0.8087986370027036,12.0
simulated_annealing,cosine_similarity,4,10.48863276556882,53.0,4.2586058907543185,0.8483809058166707,5.0
simulated_annealing,cosine_similarity,5,8.661352784479734,8.0,2.7424714571625293,0.800214545904694,6.0
simulated_annealing,cosine_similarity,6,11.342825975391019,78.0,4.832807740388325,0.7011220628144416,5.0
simulated_annealing,cosine_similarity,7,8.503839628313573,22.0,3.6885030776925247,0.6782706575921357,5.0
simulated_annealing,cosine_similarity,8,11.159591124600672,37.0,4.689871020957313,0.7941007644517929,2.0
simulated_annealing,cosine_similarity,9,8.57138078829574,11.0,3.098773926580332,0.7308630472862836,5.0
simulated_annealing,cosine_similarity,10,10.189600257234622,31.0,3.5694082361390693,0.7989572634510335,3.0
simulated_annealing,cosine_similarity,11,12.073534968411186,77.0,4.669013361159763,0.7320525919267228,7.000000000000001
simulated_annealing,cosine_similarity,12,10.20790512824482,54.0,4.8990287504483145,0.8690106422096741,4.0
simulated_annealing,cosine_similarity,13,10.21580182134655,26.0,5.971636839105868,0.8726420597284835,4.0
simulated_annealing,cosine_similarity,14,9.222320877426222,13.0,3.02538447238784,0.735686312388192,8.0
simulated_annealing,cosine_similarity,15,10.877758615351533,15.0,5.213212232046983,0.6107934787729206,15.0
simulated_annealing,cosine_similarity,16,9.760983629883803,20.0,3.972236676366515,0.7768004891271544,9.0
simulated_annealing,cosine_similarity,17,11.949191708285248,42.0,4.392076006135966,0.901130860103429,3.0
simulated_annealing,cosine_similarity,18,7.504557015383321,8.0,3.1675685280429913,0.8069972673939628,2.0
simulated_annealing,cosine_similarity,19,10.083719734985179,14.0,3.5772420330361716,0.6300921427481061,4.0
simulated_annealing,cosine_similarity,20,10.193225423541582,,6.046768467363119,0.9103511571673014,6.0
simulated_annealing,cosine_similarity,21,12.375813217817106,,7.102322919030451,0.7345473811323404,8.0
simulated_annealing,cosine_similarity,22,13.347133201637677,35.0,4.430087878944423,0.6389258279408015,4.0
simulated_annealing,cosine_similarity,23,10.304462493885016,17.0,4.192164859307273,0.6505509955798079,16.0
simulated_annealing,cosine_similarity,24,8.952033123339593,10.0,2.700735675529662,0.7882233949337357,4.0
simulated_annealing,cosine_similarity,25,8.808018214142532,11.0,2.4363418402636996,0.9455652771629424,8.0
simulated_annealing,cosine_similarity,26,10.968624232325077,28.0,3.61656407613766,0.8300434870662385,10.0
simulated_annealing,cosine_similarity,27,11.469368942106891,,6.192986812156146,0.8803903581670011,7.000000000000001
simulated_annealing,cosine_similarity,28,7.615280297526253,8.0,2.91370605675185,0.7610726878569364,4.0
simulated_annealing,cosine_similarity,29,8.547798033264618,9.0,3.122150797347667,0.8270181446690179,3.0
simulated_annealing,cosine_similarity,30,10.10698740591024,20.0,3.6547310500172374,0.6833548928575,11.0
simulated_annealing,cosine_similarity,31,10.395509893521806,51.0,4.391885724334909,0.7623718221569811,6.0
simulated_annealing,cosine_similarity,32,11.756440627693342,92.0,4.992493973320597,0.9113757635204992,4.0
simulated_annealing,cosine_similarity,33,9.812755140158028,14.0,3.810938961338051,0.9006963507612608,4.0
simulated_annealing,cosine_similarity,34,9.200419326776155,13.0,2.865170238022215,0.7964230303641868,6.0
simulated_annealing,cosine_similarity,35,12.169862001346369,16.0,3.1224873254090197,0.947173934065972,2.0
simulated_annealing,cosine_similarity,36,12.146549218706916,17.0,3.537108580921551,0.6097920930281195,5.0
simulated_annealing,cosine_similarity,37,8.458052381843157,12.0,3.2117649634586414,0.7052720814802178,5.0
simulated_annealing,cosine_similarity,38,12.105679362623547,49.0,4.414637305674225,0.8159970817672145,8.0
simulated_annealing,cosine_similarity,39,10.582920406985046,23.0,3.455002710456587,0.6923130352737527,8.0
simulated_annealing,cosine_similarity,40,7.864075139945224,48.0,4.302216006254108,0.7962390458561933,6.0
simulated_annealing,cosine_similarity,41,14.106643134652918,39.0,4.318230032971659,0.7605934681683257,2.0
simulated_annealing,cosine_similarity,42,10.259828420468827,,5.76171857511461,0.8988701037916814,3.0
simulated_annealing,cosine_similarity,43,9.062275321889622,9.0,2.9065507795356407,0.734297795815371,3.0
simulated_annealing,cosine_similarity,44,10.855792351528526,19.0,3.818651659513605,0.7060164526774948,13.0
simulated_annealing,cosine_similarity,45,11.463145714342172,,6.224433292524581,0.7255889100111743,4.0
simulated_annealing,cosine_similarity,46,10.832068965579177,29.0,4.156360512382156,0.8488124315195782,6.0
