Grouping Function,Evaluation Function,Run,Starting Distance,Convergence Speed (rounds),Convergence Accuracy (final distance),Pearson Correlation,Incorrect Candidate Selection (%)
simulated_annealing,cosine_similarity,47,10.409322063832924,15.0,3.6899518860453844,0.8641631214946545,8.0
simulated_annealing,cosine_similarity,48,12.184915248314583,80.0,5.8065265850606576,0.8695597765057324,2.0
simulated_annealing,cosine_similarity,49,13.936313592954015,,6.076389571655173,0.8238753551625503,8.0
interleaved,l2_norm,0,13.092169508068412,57.0,4.504460710194747,0.9807327337386518,3.0
interleaved,l2_norm,1,9.767246377281072,23.0,4.273244342299895,0.843599946038142,9.0
interleaved,l2_norm,2,8.454309440296285,17.0,4.8397173578714145,0.9496719973162632,7.000000000000001
interleaved,l2_norm,3,9.975744793587253,69.0,4.9163083442058495,0.9434919763297139,11.0
interleaved,l2_norm,4,10.673941920441614,13.0,3.5111630309414017,0.8279150198347189,11.0
interleaved,l2_norm,5,12.65330090468471,55.0,4.481872130388522,0.7765388020600966,16.0
interleaved,l2_norm,6,10.429621541532478,12.0,3.1816611985421543,0.9039181708646961,9.0
interleaved,l2_norm,7,9.6698691401175,26.0,4.102186854113555,0.8722795134880212,9.0
interleaved,l2_norm,8,10.334498105202307,21.0,4.069539866565931,0.8127281287384815,14.000000000000002
interleaved,l2_norm,9,11.719782751264006,35.0,3.6926057732744657,0.8221265572090891,13.0
interleaved,l2_norm,10,11.197615594120572,15.0,3.6160109732001184,0.8238238027192623,7.000000000000001
interleaved,l2_norm,11,7.866366767932172,21.0,3.9533548951256954,0.9179842854568219,8.0
interleaved,l2_norm,12,10.159020932226746,13.0,2.777212117886802,0.8508471392353798,8.0
interleaved,l2_norm,13,10.642102063013773,16.0,3.712033225571516,0.7549452733720295,11.0
interleaved,l2_norm,14,10.429863743069431,,5.602338157389076,0.8729122739898459,11.0
interleaved,l2_norm,15,8.50497981509042,9.0,3.3852477923675504,0.8311290593251022,6.0
interleaved,l2_norm,16,12.288251319559114,32.0,3.5542307886812496,0.9252810048143042,5.0
interleaved,l2_norm,17,8.864943016279405,10.0,3.0663351307845197,0.861862687417621,6.0
interleaved,l2_norm,18,11.186072639573805,,6.106918219805938,0.8920778107768353,8.0
interleaved,l2_norm,19,12.016160849622407,25.0,3.8023166613730055,0.9043424584187456,9.0
interleaved,l2_norm,20,9.970531098026061,20.0,3.7830533067281857,0.9445029451692597,4.0
interleaved,l2_norm,21,12.723190622783934,16.0,3.2679506127333564,0.8508612778364774,4.0
interleaved,l2_norm,22,8.707668022000254,7.0,3.6000224937716507,0.8017930982282575,12.0
interleaved,l2_norm,23,8.972760170247659,15.0,3.5240208052370443,0.8696589743587736,6.0
interleaved,l2_norm,24,9.061115552340924,53.0,4.578835289738757,0.9267610045327537,11.0
interleaved,l2_norm,25,9.083243959369721,11.0,3.4203518111969973,0.768855354270115,12.0
interleaved,l2_norm,26,8.531591050814185,28.0,3.68268204143585,0.922759179108782,4.0
interleaved,l2_norm,27,9.535546607177398,10.0,2.6330944037216253,0.8877758451302783,7.000000000000001
interleaved,l2_norm,28,12.661268170263137,49.0,5.12342592303583,0.8778630201840384,14.000000000000002
interleaved,l2_norm,29,10.67871625442883,34.0,4.148252118234868,0.9420239397264658,16.0
interleaved,l2_norm,30,10.05697580879927,20.0,4.573594949057328,0.7735559565194751,18.0
interleaved,l2_norm,31,9.317023223517106,8.0,2.751610336161208,0.9505106164987521,4.0
interleaved,l2_norm,32,9.350993855212838,10.0,2.2690271153679684,0.7524409132077917,12.0
interleaved,l2_norm,33,11.909931827251299,,6.007291003093854,0.9142811098640758,11.0
interleaved,l2_norm,34,13.258676434260378,58.0,4.75828078424604,0.8979325712373134,12.0
interleaved,l2_norm,35,9.697837008870652,14.0,3.0754460741535015,0.89334419907927,9.0
interleaved,l2_norm,36,7.939186710473224,9.0,3.16148683460247,0.8580646687724037,8.0
interleaved,l2_norm,37,11.518696373685176,12.0,2.1917348376721075,0.7988978322531461,4.0
interleaved,l2_norm,38,9.997080693669858,25.0,4.766611870346896,0.867002815697532,17.0
interleaved,l2_norm,39,12.058589173303849,,6.504339481198023,0.8966166970311227,8.0
interleaved,l2_norm,40,11.312009020696228,22.0,3.269685094454379,0.820509190936476,6.0
interleaved,l2_norm,41,10.90210842568856,17.0,3.7131762051249106,0.8440859467493319,6.0
interleaved,l2_norm,42,7.987494104461406,10.0,3.4455454639657837,0.8536248544596967,10.0
interleaved,l2_norm,43,11.892691230352785,55.0,4.986156638621018,0.972259404610491,5.0
interleaved,l2_norm,44,11.927364421894227,18.0,4.3273142945371,0.8409904792877655,7.000000000000001
interleaved,l2_norm,45,12.732967019196824,27.0,5.077585548797005,0.8337697408403114,8.0
interleaved,l2_norm,46,8.54109458377138,8.0,3.1967508248808145,0.8993473300596907,4.0
interleaved,l2_norm,47,9.501391091984074,11.0,3.7185677329167497,0.8364855200402701,10.0
interleaved,l2_norm,48,7.9878896695747015,24.0,3.7286801070895934,0.8420084664939045,10.0
interleaved,l2_norm,49,9.495869659612453,,6.843787219651722,0.8865279303736004,14.000000000000002
interleaved,dot_product,0,11.550141992679245,74.0,4.8169855933117365,0.776022428655943,8.0
interleaved,dot_product,1,11.730482474565152,17.0,3.734234755792304,0.7549537505858965,7.000000000000001
interleaved,dot_product,2,10.461807144823373,11.0,4.754575566979453,0.8323857967284001,6.0
interleaved,dot_product,3,10.563496860371062,,5.900186985317103,0.7743247574595818,6.0
interleaved,dot_product,4,12.726069520368036,27.0,4.77402638236967,0.6100824271456435,10.0
interleaved,dot_product,5,10.457594385071769,26.0,4.668230109686725,0.9372309969690937,9.0
interleaved,dot_product,6,9.491279328983586,,6.666127386238835,0.7417443390174592,7.000000000000001
interleaved,dot_product,7,8.396834722896367,12.0,4.674323925481387,0.7966058297546512,5.0
interleaved,dot_product,8,11.46887068451072,44.0,4.9274090828639325,0.7821683200458851,9.0
interleaved,dot_product,9,11.485466260987675,45.0,4.681040012485823,0.8359678639513277,2.0
interleaved,dot_product,10,10.658689676288493,,6.520748551293753,0.8350434621439825,12.0
interleaved,dot_product,11,9.479871805600487,67.0,5.140785411847023,0.851941571876696,11.0
interleaved,dot_product,12,11.945467153649288,,5.890140125623983,0.7605983289770215,5.0
interleaved,dot_product,13,12.337291736705808,,8.276217858241324,0.8517421567894483,5.0
interleaved,dot_product,14,12.970819964866749,,5.220448215099418,0.860735085195916,9.0
interleaved,dot_product,15,9.38515466821928,11.0,4.455915795648429,0.7355328813045902,9.0
interleaved,dot_product,16,13.4414172412195,,5.898051778498835,0.9005438776617782,9.0
interleaved,dot_product,17,12.219356193293267,35.0,4.680508178609826,0.7887132172981681,6.0
interleaved,dot_product,18,12.966043916770111,20.0,3.81589676002418,0.78886346160806,7.000000000000001
interleaved,dot_product,19,10.636235414293505,,9.800268053448521,0.8571535049981444,6.0
interleaved,dot_product,20,11.48667381594392,18.0,4.239895298250659,0.7693794266659858,5.0
interleaved,dot_product,21,8.70342360192495,,10.502029462713347,0.7904288651413196,9.0
interleaved,dot_product,22,9.638871601186496,19.0,3.994840940171777,0.702408930843639,4.0
interleaved,dot_product,23,10.682382166878817,,8.694260881503729,0.8204719126170549,10.0
interleaved,dot_product,24,7.8068608191802,7.0,3.3714072133511235,0.8522731646336308,1.0
interleaved,dot_product,25,9.839439369428277,73.0,5.169735351220479,0.8340349156921949,10.0
interleaved,dot_product,26,9.899524502212776,,8.844708563285376,0.832719352369286,12.0
interleaved,dot_product,27,14.1605073133855,,9.299543449466205,0.7958511535004306,5.0
interleaved,dot_product,28,9.985021956698194,10.0,4.373995743434448,0.8343046420997536,3.0
interleaved,dot_product,29,10.59938900238411,33.0,4.400824138011603,0.8089376300413149,5.0
interleaved,dot_product,30,8.23101958852161,,6.677173515172925,0.8342366446037521,6.0
interleaved,dot_product,31,9.920279436701593,,5.254206771018318,0.7769604206179425,15.0
interleaved,dot_product,32,9.438942774367156,,7.150291680563599,0.9067223300785371,8.0
interleaved,dot_product,33,10.46092202921584,17.0,5.0832897391267,0.7728512191162197,9.0
interleaved,dot_product,34,9.72083133249619,13.0,4.984423085092416,0.8738920806017574,6.0
interleaved,dot_product,35,12.056654017270908,20.0,4.612334843223686,0.8491043107449727,8.0
interleaved,dot_product,36,8.789982562667424,10.0,4.1637805594364465,0.7813185518788877,2.0
interleaved,dot_product,37,8.766425353667254,26.0,5.075720326366627,0.8873407457647915,10.0
interleaved,dot_product,38,12.784534635854502,,10.096006019652359,0.6972026927458623,7.000000000000001
interleaved,dot_product,39,10.4833162887772,,5.742556731055228,0.7476644196761222,3.0
interleaved,dot_product,40,9.423826135244974,19.0,4.816022373956839,0.805911967162639,1.0
interleaved,dot_product,41,9.377285965531085,11.0,4.572494050182871,0.8233836887731172,5.0
interleaved,dot_product,42,11.222938894710481,45.0,5.294573381398693,0.9272189384733598,4.0
interleaved,dot_product,43,10.247463315790236,16.0,3.654808158412604,0.759772030041016,6.0
interleaved,dot_product,44,7.967403344813141,8.0,3.466690301840457,0.6725045498655282,9.0
interleaved,dot_product,45,9.3179977612719,,10.68078872714419,0.8037646447235878,3.0
interleaved,dot_product,46,13.262960687680431,,5.464397978773993,0.8013466827824436,3.0
interleaved,dot_product,47,8.95717787908767,9.0,4.758701297160878,0.7447729900427233,9.0
interleaved,dot_product,48,11.278971640129877,65.0,5.027075012379725,0.8035715725255412,5.0
interleaved,dot_product,49,10.63484130280479,,6.712851290656982,0.8194459764641949,2.0
interleaved,cosine_similarity,0,8.744421011736819,,5.658377662325475,0.9003640728366569,15.0
interleaved,cosine_similarity,1,11.111264431786461,,5.686835657209393,0.9489667826541256,8.0
interleaved,cosine_similarity,2,9.764097812893278,14.0,4.219215123424751,0.9612468101825948,5.0
interleaved,cosine_similarity,3,11.669227325509738,,7.149133962613529,0.8275231543398469,12.0
interleaved,cosine_similarity,4,10.439143342952766,15.0,3.694783466204913,0.7036701928826101,13.0
interleaved,cosine_similarity,5,13.034480964406697,55.0,5.0845581580186305,0.7717972094823028,11.0
interleaved,cosine_similarity,6,8.945151087135496,12.0,3.2838875157615943,0.8402908059770429,7.000000000000001
interleaved,cosine_similarity,7,10.7174528118301,13.0,2.8884198565078583,0.8181121401457649,11.0
interleaved,cosine_similarity,8,11.215254532822854,,7.255285857424139,0.9018151957473821,13.0
interleaved,cosine_similarity,9,10.671670098133841,,5.347405203189344,0.9895277214407373,8.0
interleaved,cosine_similarity,10,8.732408104232904,8.0,2.725628997900775,0.6981179924551439,7.000000000000001
interleaved,cosine_similarity,11,9.830504581880549,47.0,5.1835837110960234,0.7893948139840014,10.0
interleaved,cosine_similarity,12,11.77015791873953,18.0,2.8975309040085335,0.7445319788369527,4.0
interleaved,cosine_similarity,13,9.183235217656948,10.0,3.519407882337321,0.6956258387242447,7.000000000000001
interleaved,cosine_similarity,14,10.079009715121225,21.0,4.420643427663304,0.8251516915256544,14.000000000000002
interleaved,cosine_similarity,15,10.884926268762072,,6.371082984513008,0.9119194439839379,10.0
interleaved,cosine_similarity,16,10.566351817584993,10.0,2.4235818555920408,0.71377919709016,4.0
interleaved,cosine_similarity,17,10.141535193637905,45.0,5.062537692960527,0.8877304666437018,9.0
interleaved,cosine_similarity,18,12.277519437545484,42.0,5.010437597395448,0.9317161671951811,5.0
interleaved,cosine_similarity,19,9.63665872970505,16.0,3.11953792352601,0.7246198873713612,7.000000000000001
interleaved,cosine_similarity,20,8.703287382319184,8.0,2.6473734820683825,0.859833087518861,12.0
interleaved,cosine_similarity,21,8.460642245435348,10.0,2.5806330857639748,0.7308786907286654,6.0
interleaved,cosine_similarity,22,11.73959054220597,44.0,5.157726290360467,0.9768348276320626,5.0
interleaved,cosine_similarity,23,11.73532631535193,,5.735340902640082,0.9711001657032273,11.0
interleaved,cosine_similarity,24,10.399886148021324,8.0,2.1395654912803996,0.8566587130021923,7.000000000000001
interleaved,cosine_similarity,25,9.926019121692843,21.0,4.164864904899563,0.9304248636649,3.0
interleaved,cosine_similarity,26,7.879793191868934,14.0,3.778595989649503,0.9268266856707752,6.0
interleaved,cosine_similarity,27,8.258504553874092,9.0,3.595313520844597,0.7103602680078833,14.000000000000002
interleaved,cosine_similarity,28,11.688271849828451,,6.068762931231058,0.9590472163014097,10.0
interleaved,cosine_similarity,29,10.504886122838125,76.0,5.0691959818687256,0.8449829747864439,13.0
interleaved,cosine_similarity,30,10.78222440547786,,5.630690174920663,0.9756782890354713,11.0
interleaved,cosine_similarity,31,9.538433747195663,14.0,3.095691873823511,0.8287406433947523,7.000000000000001
interleaved,cosine_similarity,32,8.442692285024043,10.0,2.546591247223024,0.7453123558886832,8.0
interleaved,cosine_similarity,33,8.269998910743961,8.0,2.6457523856710434,0.8724821970340939,6.0
interleaved,cosine_similarity,34,10.399323511742528,,5.118090605829051,0.9703186574800704,7.000000000000001
interleaved,cosine_similarity,35,12.626211086699167,,5.933305027336659,0.783998596063738,15.0
interleaved,cosine_similarity,36,10.539669339087075,20.0,3.3438199162343625,0.7985286082427133,12.0
interleaved,cosine_similarity,37,10.171338526862382,13.0,2.939963521641797,0.8384005652578254,6.0
interleaved,cosine_similarity,38,11.902870512623595,16.0,3.280066192747488,0.9126582737832034,1.0
interleaved,cosine_similarity,39,7.634007396234269,7.0,3.3214938122872746,0.660887977406688,11.0
interleaved,cosine_similarity,40,13.091856825735741,15.0,2.8863927705237566,0.786782366807739,5.0
interleaved,cosine_similarity,41,10.759008265948848,26.0,3.927686305936641,0.8378317919513658,6.0
interleaved,cosine_similarity,42,10.408838150240227,16.0,3.3245957417887153,0.8252431213141254,9.0
interleaved,cosine_similarity,43,11.358033945510531,20.0,4.201040850290686,0.8128567520619538,5.0
interleaved,cosine_similarity,44,11.153799683874356,23.0,4.7666924914336954,0.8504977113535794,15.0
interleaved,cosine_similarity,45,11.7019528268558,28.0,5.115773858531524,0.6442793324296097,15.0
interleaved,cosine_similarity,46,9.099001090189377,44.0,4.7420007715161,0.9467550215353265,9.0
interleaved,cosine_similarity,47,12.533727799263618,,6.181908041829199,0.9802995789642517,9.0
interleaved,cosine_similarity,48,9.450067008118836,9.0,3.4303040985293034,0.7579377032658473,10.0
interleaved,cosine_similarity,49,8.65968818863502,9.0,2.7296865757815953,0.8811170603250438,4.0
